,variable,GR Statistic
0,kpa,0.9970391437882976
1,kSOCSon,1.0353913511257355
2,kd4,1.0000000001577307
3,k_d4,1.0000000001746479
4,delR,0.9686975764340352
5,gamma,1.0000000054708151
