,name,mean,std dev,2.5%,25%,75%,97.5%
0,kpa,8.673546734944044e-08,1.6947873538572305e-07,1.2577824073474205e-09,6.347927368179189e-09,2.1835391404256955e-08,4.1026668508907846e-07
1,kSOCSon,2.4496399273793092e-05,4.741757646596292e-05,5.9000377909667364e-08,2.2182305586012477e-07,1.2317716673906844e-05,0.00011553380951631996
2,kd4,5.3755535481983766e+39,1.2020103139086118e+40,5682303.943699591,69489299158915.52,1.9077520225120722e+31,2.822165610896394e+40
3,k_d4,7.602611603922329e+39,1.699995633508499e+40,5787354.800862665,246535501122521.56,2.9875051168246657e+31,3.9913710890717165e+40
4,delR,-1442.2859845737669,2736.4661473573437,-3411.8382200283077,-3277.8195706825827,-510.6968047858851,3491.349578951186
5,gamma,1.1978174397722918e+41,2.678401132047381e+41,1962967578.874215,7.666053317738449e+17,1.4744330186213485e+34,6.288541411361176e+41
