,kpa,kSOCSon,R1,R2,kd4,k_d4,kint_a,kint_b,krec_a2,krec_b2
count,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,-6.044356409272285,-5.995289775646566,3.324420893115882,3.3050424667272025,-0.8337819102781712,-1.9706153491450988,-3.041164515251533,-3.890187750812155,-2.0933349503291514,-2.873157056721839
std,0.9708562151704471,0.9003570567566154,0.2964575807351773,0.2543151591179417,0.8873289826520933,0.9283474362974645,0.9528430837517803,0.9250870917022891,1.0569679584219513,0.8332081861321375
min,-9.104419555599753,-8.690741625976063,2.542418373067366,2.7125448705116,-3.2061011323420265,-4.527788787634518,-6.265197420366015,-6.5143763451338454,-4.7468959517362315,-4.943934200996641
25%,-6.663123743137804,-6.519041220821,3.0997621601060996,3.143180513332376,-1.4406950474988234,-2.519685397535879,-3.690884413210171,-4.3490832766862475,-2.7135117813559932,-3.4164934030425
50%,-6.126911022098575,-5.894489500982676,3.326230825750171,3.306732361211392,-0.8379956896624011,-2.013288125872103,-3.051427198667665,-3.810467481250687,-2.1145159520692114,-2.937197270175481
75%,-5.376603467898188,-5.374177614579248,3.5493918652034235,3.4433682712636715,-0.2683448841856524,-1.4414580659026726,-2.2989762827674403,-3.245827918446305,-1.592389863080607,-2.3093854143597476
max,-3.502856278946995,-4.051641270162973,3.9788558299305716,3.882347662366629,1.7458384041072352,0.4038107313322111,-1.08602842709912,-1.5612703550766238,0.8298264119291742,-0.4194514407512811
