,kpa,kSOCSon,R1,R2,kd4,k_d4,kint_a,kint_b,krec_a2,krec_b2
count,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0
mean,-5.978631836703292,-6.078793526943294,3.3097410015678452,3.3057757267415786,-0.5147573018049315,-2.2301837309852552,-3.3250705979394155,-3.6703478314855156,-2.3248663021028526,-2.946540361039943
std,1.0423878940561226,0.989780575905747,0.3032585921591452,0.2989252518468754,1.010458023362829,0.9740174057523207,0.9710019623272342,1.011155498107957,1.027615069140064,1.0207429410836784
min,-9.915167349333297,-10.038094882735408,2.106388835193967,1.8758431668026103,-4.207054934255001,-5.892070056227367,-6.853818172247023,-7.588429541354234,-6.331393102434263,-6.948611055547991
25%,-6.703840394609694,-6.723883852247071,3.1141754909409816,3.1096729781958663,-1.177406997654482,-2.865633222375955,-3.9862823734012545,-4.351817167138424,-3.025007434374818,-3.6350935222952745
50%,-6.013189704778746,-6.087229056416088,3.306232194424798,3.303436279686504,-0.5419501598330374,-2.2247633158159745,-3.346564794091048,-3.672720964946393,-2.3154975313974133,-2.943222970021285
75%,-5.270897408410274,-5.410631507148444,3.5193382142156215,3.5015597425863696,0.15952531201213418,-1.5743995488220592,-2.6654142189430052,-3.0122905430872096,-1.621727381479733,-2.270537913264606
max,-2.076820209370277,-2.61533426822586,4.4148694109612965,4.421094657908425,2.9346153761433404,1.4622965802859214,0.5389552307957075,0.200362148546508,1.8797828370289345,1.0546491966817415
