,kSOCSon,k_d4,delR,meanR,krec_a1,krec_a2,krec_b1,krec_b2,gamma
0,1.3573502076623966e-05,0.009648960623361055,848.0275153252794,934.7276519759862,0.03352683704500905,0.24138952335080763,0.05388815422033175,0.11681882224382543,4.911911776212599
1,1.996356011911108e-05,0.013965217338904391,597.0546348089931,736.4479192273709,0.04041573794652114,0.17425661241190737,0.05453967728020718,0.07599501017258367,6.955873702676654
2,0.00039935258895207494,0.03085141937401077,-180.40593187755564,207.93846813766595,0.05162510934222063,0.13056677731023728,0.09882692396578316,0.12593308325347888,76.49200032127334
3,0.0010422485404132824,0.014879284987490147,-257.487073201222,252.08860508722893,0.06291422279299479,0.0983363239720676,0.021319532105679936,0.22851807272754393,66.96130330472101
4,0.0002188420387764848,0.0018071105023106432,-411.7290341008537,445.2875857735914,0.07354820097162514,0.11016835785346686,0.04231788098827529,0.22077853831711355,26.410338013201965
5,0.00032485292008798956,0.029836276422591457,373.32897839172665,399.534367347248,0.06729932808957255,0.1252839364388958,0.08486853648121583,0.28210420207738857,20.247187152279395
6,0.0001447774931885799,0.06873200861548039,52.64504774297541,177.01817428484418,0.06774330144946114,0.17726915978169136,0.04955034761928539,0.24878320869215345,70.19336571556718
7,0.00015851332849577254,0.006452184444903329,-167.4437619142795,245.36780862876597,0.0775589333435239,0.079337271160739,0.08505504773422355,0.3736618239617182,45.00402875476727
8,0.00010305756442807038,0.013145946550664454,-331.1222323868216,331.98090224188286,0.06511500611246537,0.08292776159665147,0.06134844251073127,0.3660428746852186,36.951412140418384
9,8.235923140100548e-05,0.004067907273436295,406.08322301273734,564.2933339544994,0.04836566844122462,0.029958954635635738,0.038769601641342445,0.1498064696059416,10.7066164449062
10,0.0001490731707707102,0.015385447275740597,-87.02840353366733,351.2344839815649,0.05216721172495839,0.01757428644119606,0.027056937173219317,0.1179842791188403,25.419165491820596
11,0.0002293450977100805,0.005236282874571834,-129.07308774509877,437.8767360073565,0.022927296711901107,0.022097919989991853,0.011758787649952366,0.20802780364639417,19.71389134384031
12,0.0001060584646734081,0.03032787053910205,-177.64315573260842,255.39079105510763,0.026541412231461208,0.016723822329387232,0.0095459097799848,0.18140028197934596,45.65461810250282
13,0.00020603473147417177,0.011639458318140995,-314.7529739863487,288.07581602080836,0.03404867078858656,0.008096098259751203,0.005209967747546886,0.14552786832303888,51.98987223405686
