,variable,GR Statistic
0,kSOCSon,1.2690123247315162
1,k_d4,1.0119544443549293
2,delR,1.0364424367120817
3,meanR,1.0173547126561686
4,krec_a1,2.3607557951770097
5,krec_a2,2.0260144943871565
6,krec_b1,1.0228495924926522
7,krec_b2,1.4736778143586506
8,gamma,1.0038584055761717
