,kpa,kSOCSon,R1,R2,kd4,k_d4,kint_a,kint_b,krec_a2,krec_b2
count,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0
mean,-5.965996391627183,-6.035180622254751,3.29928446938174,3.2888494385314235,-0.5541527435224773,-2.2885761346498508,-3.2522874606759538,-3.7122319284178276,-2.3147444840278166,-3.0375714814150783
std,1.0259730897248494,1.0377890943916914,0.3046392847734061,0.3057370586391452,1.0325001756957817,1.0693080058035553,1.018796534360849,1.034717984967862,0.9914785406584105,0.989948562154907
min,-9.994551305999662,-9.50758662040423,2.0559380563071885,2.082657173215783,-4.003673936927522,-6.395403984373834,-7.070195694564766,-7.914201531381074,-5.762005380284351,-6.414801125129649
25%,-6.671774429659174,-6.732985877589421,3.0947500609857634,3.0805224458711913,-1.265969793455805,-3.0086842601217425,-3.9346658028045063,-4.409919881454074,-2.9921478145169313,-3.6897052010593847
50%,-5.976165685449002,-6.038624725553684,3.3022171969670135,3.2928027302681957,-0.570628310615444,-2.299796892288206,-3.274694426022726,-3.731977225977476,-2.294945447792252,-3.0185354464032725
75%,-5.284739512010156,-5.320834038227362,3.495400215653069,3.4953981104196394,0.13913247848083996,-1.534895430310058,-2.546315774581623,-3.0043390076925687,-1.6474926723798358,-2.348247534793131
max,-1.9808283842598757,-2.3855261482031467,4.407853225906804,4.487724649737563,3.4177127017141915,1.2588868615097735,0.2786960779512233,0.47166829838591884,1.2759594825059999,0.6295733104368262
