,kpa,kSOCSon,kd4,k_d4,delR,meanR,gamma
0,6.613176213689487e-06,3.502443865450754e-06,0.6389832568323974,0.5527189574581175,-3277.1803426763886,2975.672921173444,1.541247888733897
1,6.2685827129244445e-06,3.916955828744955e-06,0.6065901743005248,0.35162187845007614,-3876.60630461389,2895.0461364706453,1.8236037433113188
2,6.355985453237489e-06,3.5900970522790042e-06,0.8746095072054355,0.2969319488057774,-3972.5481594628804,3359.5839249599608,1.439701701991893
3,6.546506221697911e-06,3.355499005325235e-06,0.6615687917684326,0.3384583377667451,-3822.4788914220217,3482.0858703089852,1.2611102619974743
4,6.359718129169716e-06,3.1134145214041916e-06,0.6529928106096884,0.5531749485496495,-4065.4108106790977,3366.519288140959,1.4535394710495122
5,7.507514229720074e-06,2.9054302044235847e-06,0.8094895390321422,0.5071449822240692,-4245.5403905226385,3441.2138460659426,1.327643058379489
6,6.480938750101345e-06,2.959131694096027e-06,0.968165165746485,0.7175049866888759,-4708.3910223283165,3530.7803929152924,1.6325601638324
7,6.79354094449494e-06,3.0239587268631128e-06,0.8862259953349277,0.5380526741891647,-4008.7521999054534,3254.5363456109476,1.5201197668329387
8,7.295699594668399e-06,3.0159337586385193e-06,0.8906276914796661,0.6047756918297287,-4486.901390784352,3116.079918545318,1.804308650356025
9,8.404499592281938e-06,2.9169812611414366e-06,0.8070466165035244,0.5714541924767895,-3321.4341102024564,3229.975842039921,1.2046528077747896
10,7.7828154266311e-06,2.9139131653448195e-06,0.6795867928062097,0.5285208720741315,-3054.210846895291,3144.0172780126345,1.208488175761461
11,8.138539935483623e-06,3.2385547314078023e-06,0.657443452598488,0.318088940847778,-4049.462052073811,3141.264576708708,1.3467372744134005
12,7.82672556700833e-06,3.2305702507524997e-06,0.8199687624852168,0.719924450418575,-3730.2067096218534,2984.7930053763116,1.6198548323262676
13,7.474579249105604e-06,3.256605584164856e-06,0.8421226298496857,0.5341012133743278,-4090.184971598206,3191.885441513301,1.529467607824922
14,8.267875370333246e-06,2.839162892667945e-06,0.7375865553054592,0.5268815954530748,-4163.298766124392,2865.6302296215,1.7210622838318623
15,8.634655226086459e-06,2.8078008707447304e-06,0.9366211252238771,0.6227872047176496,-3560.7758347157005,2910.7944741130864,1.4830124077776996
16,1.0925282884349364e-05,2.854506927553216e-06,0.7090545809826508,0.5245930192972852,-4149.743795241599,2930.0411713975163,1.3872868904140405
17,1.1873192006450578e-05,2.830057295449314e-06,0.6440898660062755,0.5514141876619756,-4389.812800345268,3066.0390105100014,1.2744981599941252
18,1.1806219185198969e-05,2.454399840834384e-06,0.7019515520406966,0.44904137883230666,-3933.7731992930376,2934.9125492448607,1.179412402969171
19,1.1062649776567804e-05,2.5474060733408476e-06,0.5611144264173633,0.46229552516224026,-4201.524702488816,2883.7619978762204,1.3306560292841234
20,1.1315001540075453e-05,2.5909379552036765e-06,0.6552547118071193,0.8876717725120136,-4765.340506237318,2910.4873675482904,1.8124700542766161
21,9.662814375046582e-06,2.3780100116849883e-06,0.7327952488549231,0.8682759394161802,-4634.759701490333,2693.753378195138,2.4683931966963675
22,9.321059879660259e-06,2.6819988611643497e-06,0.6756640615394525,0.49025055784053206,-4519.031755224485,2639.1953616303995,2.3020532993378264
23,9.736332831694781e-06,2.9396473666364456e-06,0.7013855628009382,0.5384189900507788,-4127.606136337048,3198.524289175952,1.259020553911406
24,7.94593461636986e-06,3.06473822004138e-06,0.6987390295269209,0.4939692900410624,-3372.8654745911062,3113.295669514897,1.2794475309936266
25,6.712552774897873e-06,3.4391289842374288e-06,0.8561524629906957,0.32916087022933105,-2936.718300805637,2870.33501523365,1.46730678776599
26,5.918648492436867e-06,3.066241792815809e-06,0.7897650613049768,0.5036691080419493,-2073.7305565810016,2838.779914443672,1.4479946265372834
27,6.4166191264487155e-06,3.199516030014237e-06,0.6946238741517026,0.4607904803793364,-1118.5951777661091,2343.868660671334,1.5087833987564963
28,6.8265401998741156e-06,3.3671623751939334e-06,0.5302112489448592,0.5520344421125463,-1765.3226669364333,2254.7119894877987,1.6551711424442497
29,6.463605914140278e-06,3.4791894401239776e-06,0.48381303967321315,0.23196678638037646,-2074.6140675851484,2500.2666196958003,1.3942609738327163
30,7.215342361611543e-06,3.2115316719897536e-06,0.51639398154833,0.46258359433511426,-1430.255035612929,1918.9597204206648,1.7748786961574772
31,7.054607155877008e-06,3.2137228892597555e-06,0.41961356838061376,0.35812157795105704,-1064.576947938387,1775.9988017635628,1.7154516032993645
32,6.9110620372592734e-06,3.044119594397721e-06,0.502022862415276,0.31122997595310975,-654.2596979589027,1902.0591425421312,1.5143202848627941
33,6.0096285464121095e-06,3.302505109645853e-06,0.5202967593577452,0.4108246470721542,-531.1337117216972,2082.1727227744177,1.585815604013909
34,6.122978943983333e-06,3.5215768122639e-06,0.4410655690309233,0.2920601420542079,-583.8930790930772,1838.8311673683647,1.6741453682937624
35,6.83990800616761e-06,3.2239471281073335e-06,0.5118644185399038,0.157718105963158,-847.8062091820138,2125.06996567767,1.2924077454265914
36,6.01265734066507e-06,3.512773422588021e-06,0.43875659782963,0.21152476391954733,-156.33615820078364,1866.0527710919591,1.5193416045233368
37,6.096995987077491e-06,3.531985332704011e-06,0.4026871467310783,0.2779799755429196,-478.4682405137285,1710.706303949613,1.7496564664779954
38,6.526863001127473e-06,3.7494177870976844e-06,0.36010794307065724,0.36717140216186345,321.74318277932304,1699.5736576164163,1.6737671864892385
39,5.9612693139480365e-06,3.435177652825869e-06,0.5675851876513112,0.374610905198679,286.1380299628448,2194.466365195555,1.4445378140665102
40,5.771922548379606e-06,3.403559058159758e-06,0.5242494025789782,0.33181436237215284,26.252635343648308,2159.6674584033185,1.460552630757903
41,5.962330903383008e-06,3.7949920841528075e-06,0.6092957548668505,0.4469617224420665,381.7714301259438,1966.5107174744967,1.715228730054513
42,6.004807809879782e-06,3.659182144900588e-06,0.5127249644815266,0.6629852931757957,-673.260980383998,1925.6328111626121,1.9581777299060448
43,6.069754527408096e-06,3.8549465168833e-06,0.542579258547105,0.6341789650766173,-1173.50023038137,1724.6004805327216,2.419521761723426
44,5.784318466783864e-06,4.1464918885203995e-06,0.5876050404964124,0.6623700578907484,-1193.69567608455,2246.487842071834,1.8658613811827904
45,4.82312152006147e-06,4.398152794842634e-06,0.6073584535038046,0.5727534067550962,-1118.9777672642763,2264.3837693598452,2.01764581535276
46,4.720176463016165e-06,4.924614529594918e-06,0.8589972808442937,0.6497942844511986,-1435.8452899754593,2835.4551528973534,1.7925973434109583
47,5.1887014073373305e-06,4.839392546900786e-06,0.9187387959883699,0.5822150728997103,-764.7465965172471,2341.946430788201,1.9449681655918487
48,5.839015448816296e-06,4.740433096658418e-06,0.9005182659852046,0.8436958760763733,-720.314510730155,2864.2424775028703,1.5585978367164
49,5.9244745288913985e-06,5.311314086170797e-06,0.8430076444774981,0.6490195123894955,-1030.5850119121396,2814.2987291503114,1.5496798184687495
50,5.487013429237409e-06,4.927604547714134e-06,0.8331623881695938,0.8555001563743089,-390.6524031429127,2489.1393129377375,1.8425325294221413
51,6.099637505628283e-06,5.239374491218098e-06,0.7626878157850087,0.6120340120590629,-658.3878533875379,2251.3614834745454,1.837052724790689
52,6.53158015574542e-06,5.428848742665138e-06,0.7376739657949615,0.5754263586004978,-1448.3809547932583,1700.442913576679,2.7739140835285694
53,6.9275991628845155e-06,5.220064895894893e-06,0.6089900033748366,0.7700026725315553,-1221.8653737169177,1778.0211205821995,2.471718474507973
54,6.265215419148752e-06,4.48984078065805e-06,0.6769198113450049,0.5391677039583703,-575.2098737160966,1717.4352778767102,2.25552931295954
55,6.049863477032321e-06,4.147207009379458e-06,0.6974794821056406,0.8470740969215068,-484.6091303606657,1940.8977604164932,2.1852569842378218
56,7.230631177377093e-06,4.271336713882662e-06,0.758771700248138,0.7326745591100116,-345.8768388504234,2294.848239633349,1.5922333653337557
57,7.289836991819289e-06,4.285192687386417e-06,0.6437580780747524,0.8084299273038408,-1297.7577119861285,2026.247122626371,2.0008686205764894
58,8.032641575881728e-06,4.15427450792218e-06,0.6995818224708706,0.8194753456203167,-1148.775918691649,1949.234595688918,1.9645855342066045
59,9.005975516181986e-06,4.039565903672089e-06,0.7878196039460303,0.6566142449383587,-518.3712954891919,2095.799756975647,1.5231903569159384
60,1.094389705789661e-05,3.4507504219614854e-06,0.8625046067206354,0.8726261450231444,-1.8758407636001948,1651.8609329088915,1.8003466988739127
