,kpa,kSOCSon,kd4,k_d4,delR,meanR,gamma
0,4.530635684734528e-09,7.785332325781507e-07,0.5577575715865043,0.0006771305572787774,6360.254221466326,4654.860057621489,49.45660531883218
1,4.328858825558564e-09,7.000199401007783e-07,0.48924094938620166,0.0005720535948217968,6490.0737129671725,5005.345437451722,49.546883107061475
2,4.184357754851441e-09,7.685558587358796e-07,0.4964814654591194,0.0004991296826027784,5830.042702565507,5156.53857766783,51.773683571721996
3,4.668997553227306e-09,8.310949456107244e-07,0.5271112923446446,0.00033857234459943176,5208.540686726574,5043.0022410166175,48.15908644778926
4,4.2377003769120856e-09,7.123221175040378e-07,0.3312107187777954,0.0004361054013916901,5561.799999549726,4751.784719119324,55.457045742802016
5,4.7249122109026295e-09,7.631704947644988e-07,0.3870936723712934,0.0003994468430077534,5237.134294145021,4732.023516238455,50.447939084132045
6,4.730860768052541e-09,7.432170038063578e-07,0.27721000393500106,0.00024036489379016443,5553.531060070585,4739.044664962048,49.88706794025357
7,4.390669712235829e-09,7.086273336085984e-07,0.23509306361334825,0.000576317289037436,5640.7223278658785,4807.8510535993955,52.93428147465107
8,4.439880658400943e-09,7.559090229371071e-07,0.16846921625037126,0.0009017877810914906,5252.057942694059,5341.2546296714645,45.897000530482686
9,4.4926671240256105e-09,7.394575247862161e-07,0.17293931816660166,0.000788698411606712,4997.648991992502,5209.838381735778,46.6812209735429
10,4.862268178634667e-09,6.958080399616438e-07,0.20687540094129137,0.0003488648230097045,5129.087309067975,5177.651601731773,44.27986327740602
11,5.7377496666417046e-09,7.040861692614338e-07,0.19950734180760285,0.0005381596537803146,4947.129490156029,5316.0238033176065,36.45958773168181
12,6.0539094558261516e-09,6.193776401016209e-07,0.18622199127389663,0.0005915711065390603,3358.5436729978355,5339.317982027146,33.260629378600335
13,5.3203035751536226e-09,6.5088023543649e-07,0.16065073987909934,0.0007525368017848492,4409.196679805513,5672.252821968795,34.834026135211424
14,5.91621057035105e-09,5.904615202474222e-07,0.1855327387368499,0.0013741521845473325,4682.401450943604,5670.109956542549,32.396907674238406
15,4.554799670027268e-09,5.766855636128555e-07,0.23494335230467336,0.0016730930730088822,4696.8955257075595,5947.959045192772,40.76032667081599
16,4.2431831792350345e-09,5.301519366542728e-07,0.21856592832573643,0.0012582886160045757,3780.2797009704313,6014.224954429054,41.96578887710022
17,4.0139147750718805e-09,6.455972474373877e-07,0.18390877992604737,0.0017618975200770425,3680.3739726176477,5666.200241330309,46.36197237601224
18,4.113216564732389e-09,5.768165034351986e-07,0.18507597358875547,0.0012827938327316074,4450.58275508316,5972.193089662866,43.00102752960824
19,4.841944377561002e-09,5.46150129137855e-07,0.2174171281093289,0.0010387983752324817,4237.663975861643,5966.611645387417,37.50993105856418
20,4.285724076338137e-09,5.526172543516376e-07,0.1847237272878914,0.001169172697768942,3646.8286058871836,6100.365671368683,39.5700089041009
21,4.7965405457689975e-09,5.442789799839696e-07,0.18094231739075353,0.0007196256607146361,3270.4198475712446,6438.764106527314,32.80212597325154
22,5.802479332009149e-09,4.568433216157611e-07,0.22929956252808328,0.0009117643400350749,2790.3249162778893,6240.854278607511,29.459792019155614
23,5.5603752709459555e-09,4.974665310782963e-07,0.2988348706922685,0.0010409618746897225,2026.073607226585,7039.795897544349,27.961430457456693
24,5.468239870548042e-09,4.820334560380647e-07,0.25729463990165696,0.0011269258022238923,2520.037095743426,6665.509354985795,29.44995873048176
25,4.9123758250561456e-09,4.898281756791942e-07,0.3249646137813988,0.0005706222813716401,2935.068143239797,6478.043269995755,34.954628605734435
26,4.519943466708146e-09,4.689273543664137e-07,0.2833410815812903,0.000569673780990916,2848.1142977869267,6388.739201144686,37.70251279096594
27,4.917622707159911e-09,4.0638117468933673e-07,0.24765149138239387,0.0005557791779029337,2807.6167813216844,6180.644417220644,35.274910836796735
28,4.850642191107903e-09,4.482608726100494e-07,0.22185059529094536,0.00035258479617388916,2875.9553226856888,5969.548439542025,36.62514930954379
29,4.669892517561267e-09,4.263390977512286e-07,0.2819124683725106,0.00011508653866959785,3629.1360726882576,5876.229070251144,40.34910560482526
30,4.806282354549515e-09,3.4249204763891447e-07,0.2414933356769359,0.00011269900231178428,4057.534753593014,5773.802471644525,39.38932591539817
31,4.7231789757743344e-09,3.3169889294160184e-07,0.2727829350260478,6.199012890810857e-05,3604.3489716027934,5764.271215320527,40.475602025057235
32,4.4576534307665995e-09,3.4237096017968576e-07,0.18952818705885455,6.816375919475659e-05,3362.580515831453,5816.968980594483,39.991531356563414
33,4.387597922568097e-09,3.4888312136199025e-07,0.19033288531716228,0.00018013868553810373,3654.4224142441753,6037.72839524197,39.05824232366167
34,4.6568262809496235e-09,3.901267176036681e-07,0.18229726551661712,0.00017757890537845777,4109.5662091858,6510.449878254843,33.622072309758906
35,4.651851059885233e-09,3.947050881650677e-07,0.17600069957297088,0.00010261511174209128,4413.5988038929045,6577.900022280446,33.18998196534418
36,4.050255519488339e-09,3.931359401871535e-07,0.2006183792181458,6.502471443549524e-05,4885.931436538616,6880.4354685699,37.12372296371981
37,4.040278486576467e-09,4.1900783012192135e-07,0.18582026284581654,5.024213153795938e-05,4682.542730866109,6885.252607752201,36.52416464214659
38,3.781399688699432e-09,4.285348764362277e-07,0.2642398207782759,8.8932177447178e-05,5104.315353281174,6253.018498368408,46.59593322184278
39,3.860156658496955e-09,3.802878400073336e-07,0.2880865743819302,0.0001395195872475835,4756.024891720588,6245.613733336113,45.92851648590398
40,3.971763599410046e-09,3.4218070544780194e-07,0.2357089326474782,0.0002692911717932648,5293.432168703312,6513.654337748542,41.78475466016737
41,4.51487760463029e-09,3.3972677065717207e-07,0.2646231278405029,0.00035421769486340877,4670.36142180736,6064.7902652269,40.33149442863445
42,4.9322588071284826e-09,3.38989339345272e-07,0.22536832684457214,0.0004107742479263915,4692.256386120876,6481.170338145126,33.5037349023434
43,4.928024120629911e-09,3.986043383437457e-07,0.18012495705811937,0.0002873580397462172,4338.115958866011,6409.312541420232,32.54792290273603
44,4.892151010954249e-09,4.3862269724333947e-07,0.22707418363652568,0.00018022961079720384,5572.370860725276,6253.015590813931,35.816645872241146
45,5.561911533368221e-09,4.308413323293276e-07,0.2495687046717148,0.00013034313244385197,4807.101121110424,6321.59819349528,31.286201707407017
46,6.163603881107407e-09,4.2061183839379075e-07,0.31676317682858557,9.194245327937558e-05,5352.084058069628,6346.63156240965,29.01915161021635
47,8.310391909980146e-09,5.024255760890871e-07,0.38394315732490614,6.733877215268508e-05,5448.731230055395,6678.047578080629,20.990116168934115
48,7.98904860614873e-09,5.792570070324448e-07,0.4204631892136936,0.00018144550237017318,5005.1064411080215,6832.802437518954,21.478169786062956
49,7.746308371997808e-09,6.748151039860177e-07,0.5244217152548156,0.0001851255255074197,5332.665788812678,7507.409745875606,20.39408254176629
50,7.90451683818847e-09,5.583995121829523e-07,0.7490620924299908,0.00043735179920815847,5373.122126442634,7525.370112772956,20.05269468428103
51,5.71473516495253e-06,7.606019442969493e-05,0.7436714380904693,0.0008753834650030764,4950.46132889873,3256.013382843866,0.9214353353509688
52,5.77045741939113e-06,7.207463685477885e-05,0.6008401079236032,0.00046797113355476623,4713.72060493087,3037.0712747299594,0.9709782189214876
53,6.06440808770442e-06,6.987891228385753e-05,0.6845910158013746,0.000744750454473437,4188.291613799045,3010.025075616069,0.9491404912018766
54,5.913748069091917e-06,7.085759791245798e-05,0.5806567010722904,0.0007840528498248332,4030.091815108337,3392.7873984668986,0.8782116689216868
55,5.785469816604959e-06,6.855183682585219e-05,0.5961104768580148,0.0004743519263876863,3633.4048751220294,3382.6445233910645,0.8986198289527203
56,5.13651371492967e-06,7.231389718720766e-05,0.3933755420877155,0.000670118227188879,2608.055905118972,3361.7876105506807,0.956915320677221
57,5.7564956660503426e-06,8.705811947107998e-05,0.389513606645502,0.0005662277305374439,2542.1355007423663,3762.116213620749,0.8283136261902144
58,5.975261342377827e-06,7.518104346487498e-05,0.2951914227147102,0.0004783788167793166,2344.9326922158707,3084.708596358429,0.9298570959617443
59,6.6221758983875704e-06,7.892228574784554e-05,0.2699005282857216,0.0008805490010411135,2228.471735659653,2765.2604812016752,0.9617319369331657
60,7.251957130419044e-06,7.167476764504412e-05,0.20804136324962288,0.001934347383309061,1509.5061042703755,2614.9763131410514,0.9783627611474827
61,6.72459278303922e-06,6.948790673464843e-05,0.1794623782344114,0.0024436670124935566,2291.784648042416,2793.926449626568,0.9017954505141963
62,6.4839020839684305e-06,6.754155111387401e-05,0.15434102909812347,0.0020690166095433528,2756.0452716484997,2829.2358103933934,0.8773873956293465
63,7.684715533285356e-06,6.149882209111179e-05,0.2076451966199744,0.0017522475718353696,2884.953400623471,2667.845156832644,0.8721872856835232
64,7.608907812661904e-06,5.2366428465964524e-05,0.2217529944351775,0.0008240892283206607,2948.6261930972382,2737.806508741429,0.8584923544581308
65,8.423497574331937e-06,4.7360245121245235e-05,0.2509866628902672,0.0007728653214094416,2303.7552402532356,2655.72540916632,0.8629620884762925
66,8.358992152037578e-06,4.793947687738255e-05,0.20472705510008002,0.0005449328469771647,1760.7679443266047,2467.0280500218855,0.9257355617549301
67,8.421274504822286e-06,4.3648551121006104e-05,0.16216081062541898,0.000813006821200717,1707.6345212315935,2423.250049319925,0.9138042092802295
68,9.30933798960877e-06,4.619513865961297e-05,0.20008865712656532,0.0006305825692331619,1078.8189303323002,2391.09352444715,0.9494898712025023
69,8.923467233023173e-06,4.1878934571954284e-05,0.18322086699902376,0.0010871328321381075,943.645639951822,1863.2469392544695,1.1776464730381346
70,8.308329208044779e-06,5.030648117332559e-05,0.12831934919405058,0.0010164999467708988,395.0494456735472,1756.7740137163378,1.3490433166529041
71,9.163692729787233e-06,5.4796316220464495e-05,0.17959686479173742,0.0006196666658149231,-742.3147539050327,1310.3526469504516,2.3312247039230454
72,9.411301459743727e-06,5.114478662730542e-05,0.13547728219286895,0.0009206608548374911,-1086.3909358403207,1348.3011843785232,2.4497988706278924
73,1.0311058114557368e-05,5.62957228451841e-05,0.14347333950654048,0.002404162870792901,-1740.051609138186,1457.8991727987902,2.9022121316901477
74,1.0978133376038152e-05,4.635037770154618e-05,0.17582580308726456,0.00211625671653379,-1968.6926620873658,1251.3493378198955,4.661053810229986
75,1.1293307767382275e-05,4.5673060002880405e-05,0.23503442938779026,0.0020996777370712503,-3299.3334859202732,1881.7259272612146,4.609435373612187
76,9.965801098500324e-06,4.3728660572179366e-05,0.22192393221855403,0.0012437362024865191,-2940.3272819584477,1702.0360876329707,5.0130426970357
77,9.962465028485304e-06,3.961405780373476e-05,0.2438593017026691,0.0006778543510417826,-1897.61797862503,1228.7916567770358,4.741124524391357
78,8.734079385669045e-06,3.303305715893467e-05,0.24563872374906892,0.0005959380448804796,-2199.8852515421586,1545.9263283720884,3.5220571339509674
79,8.264038047184566e-06,3.5532958597930436e-05,0.20956594435738599,0.001199165003221738,-2282.0340736989583,1494.0978108425177,4.245933737383067
80,8.247307165356089e-06,3.7645106022609484e-05,0.1631643752623296,0.0006627639802881641,-1920.044876925158,1251.5030037657207,4.938156766518396
81,6.918764869633316e-06,3.865372517915572e-05,0.13502053149394402,0.00046312970633004486,-1799.8988786370655,1209.7503093378216,5.26698224640221
82,6.623947386815128e-06,4.0341607082348664e-05,0.11400692860252999,0.00023952267668335674,-2056.7941756542523,1161.6123812988162,9.209531546024778
