,kpa,kSOCSon,kd4,k_d4,R1,R2,kint_a,kint_b,krec_a2,krec_b2
count,625.0,625.0,625.0,625.0,625.0,625.0,625.0,625.0,625.0,625.0
mean,-6.18215885547518,-5.744233587840539,-0.42514834468125007,-2.199307455949386,3.333599516188445,3.292372389257642,-3.437033787486791,-3.8886013232895538,-2.385751305859699,-2.743679386974668
std,1.1214850075858531,1.0087393808097136,0.2748663119636775,0.24924289180352596,0.3002178667766726,0.2280001145822848,0.7823058225785428,0.7823596592945877,0.8312078418523982,0.9107723815782928
min,-8.332422104152394,-9.298210443439201,-1.1826816160448341,-3.0511502739403427,2.5653699709296798,2.5028187323799482,-6.563829918068593,-5.793705418788818,-4.2157013222960416,-4.91642511464842
25%,-6.93544547178886,-6.2853979920528955,-0.5880077054056356,-2.3483721354430314,3.1184593405020355,3.1797922501590183,-3.840477917403261,-4.430451436561655,-3.003081532538524,-3.441063512241216
50%,-6.297835887545822,-5.628968774348768,-0.4298489325630845,-2.173249712541643,3.34884237176732,3.312473879924337,-3.3799663176304224,-3.925211165958925,-2.5178044596029667,-2.746603535158311
75%,-5.347453629548037,-5.119428928218077,-0.2520019178332192,-2.043089827641107,3.560464922263881,3.431023344102473,-2.9567724672368323,-3.3743826082307025,-1.8903412264948571,-2.025771566331295
max,-3.4287284666064353,-3.186359751943788,0.28249350224078706,-1.5301000380991638,3.9656342604687396,3.805392059915565,-1.4879631128336857,-1.6365537645406911,0.01806103693011107,-0.3914715090085628
