,kpa,kSOCSon,kd4,k_d4,R1,R2,gamma
26,1.3515647473792133e-06,4.119051219504118e-05,1.7100315499277783,0.025273527015448553,10102.732441234784,3072.7210136496196,2.125737295000568
27,1.216594896962438e-06,2.3844709867909894e-05,0.8927911357621272,0.0032491209082768963,10186.234989587154,810.46517197751,7.1175692481417
28,1.3193999997245047e-06,1.3502137337223109e-05,0.8803919831413425,0.4120461583598883,8635.372071906066,2049.3304043853545,3.5156156396929665
29,2.5242471393624055e-06,2.5138315545120363e-05,1.750327025880354,0.2905648696568553,4974.049303574334,1823.475257508811,3.288754258220894
30,1.4388092143014923e-06,7.989086441182202e-05,0.3642141626897819,0.055784888760862635,4237.729809205875,903.2001716891767,6.391432223143134
31,3.0003908286844715e-06,5.709857911072872e-06,2.9404324163758044,1.424126654001828,5882.331264897025,2383.4809765955238,2.6543333350130567
32,2.464713747646945e-06,2.0668017959884576e-05,0.6282536686570753,0.01946281957639319,10870.583287682255,894.1881970402042,3.200483038607302
33,2.6190413591678193e-06,1.6274027679936814e-05,1.419852809287979,0.02899516999128788,11096.648478920213,1864.3140501198288,2.5595679478365607
34,9.052397257042478e-07,0.0012849626108924156,0.5148539801777514,0.07836235863692344,5098.016160177773,1416.9737671184625,5.242168623258596
35,2.8793969448308594e-07,0.00021619071114144727,1.8435132930408902,0.04129978769779968,11217.46904498794,6794.90297309116,2.9382060424486185
36,2.8830061151451e-07,0.00023332266443533696,0.8386354544946505,0.005893780436420487,10317.683529352367,7192.984684348578,2.282943639270322
37,3.5240467569110966e-07,0.010919460007745152,3.2564352976431405,1.0339331492618973,10622.146279093366,6774.7483393974435,3.5743222372212617
38,3.0747543154654705e-07,0.8473415117710396,2.2755018892967067,0.25154591594246306,8334.366030835059,4900.945706467497,4.376471665117499
39,1.100745475269854e-06,20.365554185850165,1.6151272142718789,1.8823408902512415,2712.9316645048802,3499.3310652207238,7.650648166323027
40,1.1185004779115492e-06,23.904081354011524,0.5697794963532689,0.28174553201986313,1082.7539476373186,2479.9108556379583,6.763155730739479
41,4.20680731181289e-05,307.5459049637643,5.117935980516506,3.7922311380049663,143.56354462184146,2181.0116522813387,9.418862334941828
42,0.0001110592211974327,2302.7311256404523,17.359877555108895,14.018989276692329,424.8538505798408,1782.1074257178457,5.578808361516301
43,1.3702782519092693e-06,6937.040002584685,0.3455342282572932,0.4632533560713209,2562.448145734285,976.6499255525295,8.812459515626957
44,1.2081485673529366e-06,51871.06420394549,1.085371239295273,1.1736003360294003,4517.012564108991,3201.5045897219966,4.176375686327366
45,1.2883488947359873e-06,1797373.8407051156,1.68795463791209,1.4984557661276234,5435.1409218329245,1803.1099139959038,6.456279862144079
46,7.704037625864674e-07,122716.29464969625,1.4051647301611685,0.2742855352493016,7213.021687439174,1887.6459667671008,4.492148454414506
47,1.3396191910351765e-06,417271.17729640915,0.39615023536847604,0.10426018774599352,3674.155603696896,1266.49867078583,5.826453299369043
48,1.3985521512421904e-06,642849.3729385663,0.5058648816412437,0.017590151154785905,2488.978929760498,1386.227302222464,4.637495300397277
49,4.134244588539252e-05,204351.8724598477,1.7120272314197886,2.7054639820646336,207.9628900910733,3944.3110598052963,2.2434761145585025
50,2.3854918871499423e-05,14024108.225878939,1.0436361617074008,0.8514668885859397,149.2284423439135,5100.751022353754,2.012700971079433
51,4.4088727584919616e-05,98037001.25240369,4.118661824279552,6.566456350785519,553.9741084940661,3783.036638353178,2.898910130516559
52,5.066965849741351e-06,1069884439.7377441,1.5756397197534826,2.087544136389524,715.2717913753909,2281.9990598420013,7.095779165002718
53,2.2759989111393275e-06,4464042904.247702,0.5401325763776916,0.015103735470875151,5056.821367640848,1989.6194207676308,2.9023111049820898
54,1.5108648184175418e-06,1370570322.8402562,1.69928533692452,0.8050011878898571,10345.465215796687,1140.6392625375474,5.900711756433138
55,9.495278528082979e-07,969967742.4331043,1.5010642871965796,0.9615861230637762,7943.133391809724,1857.7294385295186,5.211263160947127
56,8.893937182517802e-07,8705780435.636282,0.6663604469792633,0.29593488823781966,5920.070475392013,863.9415161096917,9.031212092938764
57,7.202916122821214e-07,18070904106.94956,0.7594200766637129,0.007808821027401501,7953.335427880598,2737.3977563598246,2.94924988814069
58,1.3007264779636602e-06,270030355081.61984,1.0934855104064602,0.08551106554649734,6687.232383298123,1044.33783575835,6.805922780821743
59,6.257195988599151e-07,265071403498.47308,1.166466648910278,1.8739640644420643,9614.454809705527,354.8340221949307,36.57161344766385
60,4.832584041884834e-07,10215884706724.967,2.8541474743394755,0.01538506707374917,8655.498070776817,1462.5293671631973,8.265890596240723
61,6.978193038226705e-07,814880759732.8556,0.9459030757783954,0.049489713764626825,9555.79306527623,1805.2060210982404,5.281830093324677
62,1.0386836810689067e-06,1617303803253.906,0.4301965797886633,0.7192086232209791,4607.494369653599,2644.0832048539723,2.9099913245715205
63,6.394286390297697e-07,136943162038.39755,0.40977286659209405,0.014254960946787023,8082.6199597406,3034.9136308891593,2.5559680179108306
64,1.0137119523980298e-06,85575013008.07657,1.2864251739399533,0.003968138633490743,7594.455895370961,2063.7366237365436,3.8293335602818686
65,1.4192399660619954e-06,227037313410.70984,0.410070301577844,0.7668093053416349,3536.922477349526,1497.2850038620663,5.278854827643258
66,1.4587499008006777e-06,901387016688.9468,0.9031931687514144,0.04274667703379089,5870.694644859259,1663.20918988192,4.677608504477583
67,2.07154292204765e-06,1929526184084.8105,3.176255194943839,2.428041279576466,2486.4965101215694,4614.303356862144,3.532658813365714
68,7.781823340530418e-07,137677503278667.23,0.5785757968243961,0.02902189524436439,2847.0994260832786,3561.729505293624,3.2096133270341474
69,1.0228202237360735e-06,9945539052637.084,0.754711765168941,0.5602484308655897,6453.464513144815,3780.9294559483187,2.8180939445726856
70,3.5817844304958373e-07,75230330838097.92,1.8451908784330542,0.6961369182391481,8433.632564041356,1011.501240300871,15.593764497349312
