,kpa,kSOCSon,kd4,k_d4,R1,R2,gamma
0,3.936672427731933e-06,1.4734468806356792e-05,0.4269735404957085,0.2067472394838429,2879.7350278954746,931.1267135848068,3.3570518985765565
1,1.1823317435416987e-06,2.886083166861721e-05,0.4599283313514966,0.006536801641274791,6216.992388601049,1451.5246036037397,3.6592143207883963
2,5.572201179499386e-06,2.3775953674402085e-05,0.5768228294405277,1.1127133213375038,3163.124834452659,972.807055359545,4.571546961494619
3,1.5180474686349386e-06,0.0003032932180101264,3.338005514023248,0.013969672834356326,5606.36107895526,2999.577023959564,2.494013020572887
4,6.591645034407883e-07,0.00014676605363044787,1.0700116286240253,0.027504207142939028,11576.381093999338,814.6872296669101,11.334027785889196
5,5.034195028218941e-07,0.0005065379970224293,1.4287315849218587,0.971974331532494,8413.551245363631,5357.250267321239,2.93316451498373
6,1.3622834102662515e-06,0.0002153719028545779,0.6485168847450938,0.15466874406347486,7650.956092789938,1857.7691617991009,4.217270796690319
7,2.152384593481994e-06,2.162046617442986e-05,0.7292623480302203,0.014420191340195962,8191.225001318633,995.4376034734635,4.273183499382753
8,4.0885503474411776e-07,0.00010048454552700693,0.6223097585320486,0.038200106292515,11117.297665178192,1670.3329349935577,6.455710423645247
9,3.0159144575273644e-06,8.588518607948552e-06,1.5315993348591033,0.2884080917570651,8290.976498163158,1535.1167427437042,2.3169109695854644
10,2.18961906401532e-06,5.663903942249697e-05,0.5032997784629323,0.08071066487711326,6616.497074635657,2557.3395466878724,2.193657761748695
11,2.2920431666716966e-06,3.0570573130576574e-05,1.0294369270701496,0.45980256664401126,4980.926599353331,366.663394671328,9.117601655214559
12,2.8574673503379366e-06,0.00010320393555999256,0.2798248040772854,0.09748591788426798,1159.0647598106582,554.7197409925543,9.263939720790763
13,2.1778878142989493e-06,1.2189387268253037e-05,0.2594444279572838,0.014447565337053558,3665.6968184757325,692.1180719699327,4.331048167760952
14,3.454885715541264e-06,9.825726358645436e-06,0.30698165287135304,0.5317652534420002,3869.8958572592246,807.3326611148201,4.331436612894146
15,1.2537385989581078e-05,1.2557396117427728e-05,0.625911001338553,1.0907215188563635,630.1398947127612,1428.4097976187836,4.937931267071474
16,3.1240701393840296e-06,2.175897427552994e-05,0.3284443757682955,0.011230157107710427,2236.065720254437,936.788735900233,3.5347334239359363
17,3.841958673337422e-06,1.6286227841061e-05,0.24358323617094185,0.022505996780534332,6394.891281077611,562.7883900586959,3.4259509009414835
18,1.1074670473932524e-05,1.304304622584286e-05,0.5451002970582239,0.017023874198530145,6847.16489020579,176.02384922043856,3.0087056495710107
19,2.0723295265763795e-06,1.1690168365187082e-05,1.698268203444508,0.04700917147662589,10161.340522646246,2658.652327638139,2.2524148983603505
20,9.838680323457736e-07,4.8394766042521427e-05,0.5871781429938292,0.13772033420507318,11288.362209242274,399.308178909639,13.536510368463492
21,4.887932898997703e-07,7.53168409581994e-05,0.5905673917281743,0.01434628234176914,9829.984718125184,2035.5463403433337,4.799880084624998
22,1.6620438583937333e-06,4.2338201902767746e-05,0.23982809064491278,0.0487401042032138,5619.654358122014,383.7479728426794,10.42434808939303
23,1.3090096138123752e-06,2.906155834438907e-05,0.6228334532049998,0.0778216849894255,3828.0285781914104,757.5329315539009,7.861647667613384
24,1.044081090958353e-06,2.7563962677043526e-05,1.457062789741471,0.18916987183841447,9550.574508930575,3375.4330155261646,2.303193193402957
25,2.9795540288290592e-06,1.1190369970994012e-05,1.7793813771992888,0.08401597651209919,10490.157482549062,1785.1437770197238,2.0001547964758593
