,name,mean,std dev,5%,95%
0,kpa,5.476142989590313e-06,1.5346689672323826e-05,3.026817265385378e-07,4.257323673482658e-05
1,kSOCSon,3371151821746.6533,18392864870214.066,9.516424420971216e-06,26469496239568.203
2,kd4,1.4197735868559689,2.1301783144361175,0.2554791300106983,4.36848036333879
3,k_d4,0.7678605953684164,1.8863432485640317,0.0054123699856880505,4.485787441200104
4,R1,6132.061852844029,3358.3742305473907,193.27927815428336,11235.192336051523
5,R2,2135.872250455894,1554.404729884059,363.70605155222864,6779.786997820873
6,gamma,5.459046457387346,4.64329947299133,2.0974782140202843,14.050823900684946
