,variable,GR Diagnostic
0,kpa,0.993131508912663
1,kSOCSon,0.998293301130229
2,kd4,1.0052823684145813
3,k_d4,1.0018824193918547
4,R1,0.9851203821258844
5,R2,0.9929158250848209
6,gamma,0.9984486967911749
