,kpa,kSOCSon,R1,R2,kd4,k_d4,kint_a,kint_b,krec_a2,krec_b2
count,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0
mean,-5.928665481319864,-6.025554029237416,3.3014582351072748,3.2853070594273817,-0.4920276142078308,-2.2413892959914947,-3.3279533035467117,-3.584434790629463,-2.2278991940528754,-3.0105597862024824
std,1.0051112885136697,0.9752697337581585,0.30398804809534824,0.2959838988636822,1.035162392381925,1.0269034242923505,0.9723303842547754,0.9795957249660776,1.0134294528258567,1.0240943926516592
min,-9.514031100053526,-9.191072387773758,2.0446742961393096,2.173931341170895,-5.057932035675213,-5.989514492601844,-6.639074121222569,-7.113061608146484,-5.96010790829636,-6.31449204134934
25%,-6.592629531473609,-6.713719505089563,3.095702016493377,3.088732357843372,-1.1883378232297017,-2.955243140338975,-3.965098013287842,-4.234082990517311,-2.938797696063501,-3.681423856655813
50%,-5.936133982709698,-6.051677303025027,3.296614306527182,3.2902742361005513,-0.47907075922357,-2.234704493708828,-3.3150065974742904,-3.584863870255563,-2.2097805661970313,-2.9857001253190956
75%,-5.249888617027441,-5.364377468721397,3.5021802928088563,3.4866038800476367,0.21301431160230191,-1.5332221635237138,-2.6750621149759835,-2.937050432593901,-1.5257734236642218,-2.336673563160035
max,-1.505773852722941,-2.702549849455285,4.262393660951723,4.3307623496554015,3.1603944276496043,1.8280908282483415,-0.2703204558812183,-0.08235714444210418,1.0524900709438316,0.730748468827077
