,name,mean,std dev,5%,95%
0,kpa,5.855077970168185e-07,7.95203893063194e-08,4.409954867012583e-07,7.067489439690913e-07
1,kSOCSon,7.179968526138075e-07,2.0093383799130493e-07,5.27015071405343e-07,1.087570985435597e-06
2,kd4,0.15429674523488954,0.05054419193011039,0.09300193850700612,0.2614478548847322
3,k_d4,0.06614736781748375,0.07600157606262675,0.005649206455551971,0.1933959981005246
4,R1,1538.8234143577743,396.09039615549904,895.6279964335326,2128.8800088389894
5,R2,1973.4950319383418,357.6157853710271,1310.6752832943994,2367.7536400768067
6,gamma,3.0109687276509103,0.7580402797919373,2.1566525745747698,4.546692871832709
