,kpa,kSOCSon,kd4,k_d4,delR,gamma
0,2.541160249125757e-05,1.0792054062660347e-06,0.016695866219610965,0.01880673465004252,1247.4247256983833,0.2782802759965181
1,2.365590284200506e-05,1.1884365827009594e-06,0.01964094269561478,0.03210888718768572,1732.320482806651,0.29922658350907294
2,2.1261515573296602e-05,1.153446387953e-06,0.02582015586150842,0.028602156353952392,900.1982282509636,0.3225798478815995
3,1.7403957801979272e-05,1.1393471413762752e-06,0.02496177426803248,0.02927530024495274,1288.1913815922537,0.34408571344063277
4,1.6924790241887812e-05,1.122550967898688e-06,0.025787028383337893,0.015087713713738052,558.3852667623254,0.3534605473370759
5,1.7875215361407487e-05,1.156412753925484e-06,0.035651997029779746,0.015662554320919994,359.2942619780307,0.3652205581730504
6,1.7801491716395413e-05,1.3658644036376776e-06,0.04453415796244159,0.01521484685492515,-204.9891269096969,0.4097418096657667
7,2.0740592381140954e-05,1.4999680814483976e-06,0.057058052608501844,0.008983890744110242,270.4658793511773,0.39211475654360806
8,1.899234645191577e-05,1.5289456248604057e-06,0.050739062653997524,0.005151546429410174,58.628875049198626,0.40790018963310065
9,1.7116256756756837e-05,1.5698710465081514e-06,0.06005777903437288,0.0036242483359553847,-538.9778875506065,0.4608440107192336
10,1.7201899575480845e-05,1.7465516973855522e-06,0.06372595920340349,0.0019813545401510917,-1390.0265445703599,0.5290190428245958
11,1.7384141585964403e-05,2.2305963374240984e-06,0.06139071555157917,0.003444693384954736,-670.8749379911087,0.5152853662854616
12,1.5607327638562997e-05,2.239010676596042e-06,0.08650952582197019,0.005001633298057038,-335.56970940313863,0.5469273644448415
13,1.4950695318066696e-05,2.089322222691945e-06,0.08422869819722838,0.00436988355013648,-763.7408895941845,0.5694292118110789
14,1.3051313214390751e-05,2.1050851901036877e-06,0.09400575722574574,0.007083012896317116,118.67304128163835,0.5695586097352232
15,1.2051189625883442e-05,1.9655034243406997e-06,0.10547477753611556,0.0110552314987479,49.522027988466334,0.5951212485546254
16,1.1399877972191387e-05,1.963714281043847e-06,0.120990958285765,0.010731863072148604,637.6146390942041,0.6007753943601561
17,1.0229931802509878e-05,2.0266907057189045e-06,0.12220832118341625,0.015362710391689252,170.85586578256914,0.6595884642086643
18,1.0144915510057265e-05,2.172323617118718e-06,0.12442074846553523,0.0144443303787938,-411.8449304484726,0.7092199006534162
19,1.0476705094747133e-05,2.63769787679656e-06,0.132153971738537,0.014560391091381747,151.3397213631314,0.7059143798432924
20,1.040173561289497e-05,2.525559355559938e-06,0.13541044928588175,0.01997298475299607,25.283664276472123,0.7136391921078283
21,1.0253525714685102e-05,2.4466358275086226e-06,0.1462599403237199,0.02221270424499671,-510.06867274744695,0.7582968939994763
22,9.296541252467655e-06,2.5329660313563246e-06,0.1709382166637477,0.02292776226863438,-460.1793307661,0.8182729459765952
23,8.485210241550232e-06,2.4640728395794244e-06,0.19136886796884217,0.012452109403140992,-189.49945929349195,0.8333079141790262
24,8.3714370747458e-06,2.4654450573632704e-06,0.2440683669296888,0.00862593086894209,-300.81969912830374,0.8721242593177839
25,8.084737322845241e-06,2.2926252643213847e-06,0.25972846728090077,0.015508960398522797,-980.9376114119018,0.9573688176728493
26,8.273843875643141e-06,2.563751450593719e-06,0.2833133398911687,0.02794319482075133,-1723.3974298266992,1.1256389410348961
27,9.015233038075e-06,2.6122845124995907e-06,0.34515940554811414,0.05529549792262134,-2304.691643605523,1.2930580300573433
28,8.515194765897636e-06,3.2277616263855416e-06,0.338465117730001,0.09566784828533999,-1953.0515166592595,1.3334845154656876
29,8.644202403984317e-06,3.1565694076210463e-06,0.4296537165261164,0.20454650152846865,-2128.5696323693815,1.5089551578349631
30,8.068313811691125e-06,3.5945050845028206e-06,0.5537171412581934,0.2904091660524198,-1861.3552846437683,1.6502903918937764
31,8.700459376023847e-06,3.5160389723756623e-06,0.6426698725751915,0.42650803709345353,-1518.5825465996525,1.599338280602775
32,7.466167851860371e-06,3.4491440036474108e-06,0.5981513349480186,0.42050801611137756,-1392.36717459902,1.6815799572983774
33,8.257089941722414e-06,3.2766617563177675e-06,0.6403205949506863,0.5147448597085071,-1315.7238938897603,1.6260104804973825
34,7.3708431178996915e-06,3.318640759059235e-06,0.5286510309146445,0.37278472781888683,-1044.355540031644,1.5365982301601124
35,6.958360124653811e-06,3.870995336482166e-06,0.5848547594476389,0.5559893834584783,-1090.0398678358517,1.8077782078706788
36,7.942268471953734e-06,3.620225673320013e-06,0.5641959547820967,0.5044026569591765,-681.4424384220006,1.5369542999844175
37,7.442710815579443e-06,3.2023771460006848e-06,0.617034348152828,0.5055562852140693,-1842.6849240960953,1.8672576780629886
38,8.847007285977047e-06,2.585460357801077e-06,0.6975388440948501,0.5673347359756058,-1389.5663263198257,1.5440016298782924
39,8.080792886934922e-06,2.7815725609042485e-06,0.737332136901927,0.6521097281327651,-1483.382810442826,1.7455091700160048
40,7.570129223370945e-06,2.2965554284303303e-06,0.5911398426639577,0.45510388477721775,-413.747972246,1.3769397941223518
41,8.875483840772134e-06,2.5220196826093006e-06,0.6175464460633675,0.46951606560989595,-857.3968839452132,1.3557968081754086
42,9.045688226007156e-06,2.3507361242062012e-06,0.6483520102110178,0.5663515134014169,-1174.7073626202891,1.4302828270497712
43,1.039804875465052e-05,2.4803225248971436e-06,0.6384757173838812,0.49102316024776577,-1288.130772326168,1.3192768401903248
44,1.0139005569566646e-05,2.497405727958534e-06,0.6118601505956407,0.5774981122210376,-1764.6824835358057,1.481319634077758
45,1.1152769312573854e-05,2.396521283889339e-06,0.6803590270084505,0.49183502096875115,-1617.711574881723,1.3351736971127626
46,1.1392118016972609e-05,2.4755767717191333e-06,0.7189684223139253,0.6242617019702883,-1736.5460248409597,1.4342997415188417
47,1.1616590081411317e-05,2.2979799650349205e-06,0.7508188690774189,0.630121185256235,-1421.7502060247334,1.3359080406579626
48,1.1081713926597227e-05,2.244994748818346e-06,0.6851248273609013,0.5975044958966762,-872.7560797350011,1.2451706618702734
49,1.0350755513501506e-05,2.2095418024540605e-06,0.7783958389533104,0.6537194811178298,-1192.5924775349904,1.3882690838242935
50,1.1155968941347717e-05,1.9125759317526804e-06,0.7566745183340685,0.685036423371766,-1155.1518616955982,1.2882143937925192
51,1.1019716169332617e-05,1.909034606634404e-06,0.7839485443101974,0.693865373155359,-893.5632494531774,1.2716367933248685
52,1.0308973805613004e-05,2.0096034934554895e-06,0.7817294887402929,0.6846373841045998,-878.6938686072124,1.329306144145008
53,1.0353118075748972e-05,2.0173386789917477e-06,0.747433461523445,0.6445378787987336,-1283.1728066016326,1.3615655247555136
54,1.1078978522338827e-05,2.3558098668141786e-06,0.7379567760414965,0.5422829523203028,-1620.2240414298617,1.37657164924947
55,1.094101069266202e-05,2.4783020756602305e-06,0.6177592617385997,0.47902075226940455,-1818.0740876738312,1.3837102516802937
56,1.0208024489838666e-05,2.6401371911986824e-06,0.649956824467226,0.5761682763554581,-1701.4868577405316,1.4926678536576872
57,1.0008779597756276e-05,2.7874596761601827e-06,0.6358261661337414,0.549547429576907,-1837.428422894977,1.549692495433126
58,1.0339879758741199e-05,2.608767910328537e-06,0.5518148783372123,0.4542246458316597,-2048.9388383802698,1.478079541617596
59,8.643739753249773e-06,2.7288520324467437e-06,0.5507478713377716,0.4417888928549584,-1636.9519928521365,1.5169276768974738
60,9.497775214347578e-06,2.6804536944305506e-06,0.6250228530351618,0.45211053235413495,-1470.9033670233873,1.425701254144718
61,9.783766121646448e-06,2.288100817896837e-06,0.6217716848180178,0.5046954100892567,-1083.2710012157306,1.3061119046027208
62,1.1073713067123284e-05,2.418092994165587e-06,0.7162685549299028,0.6359543409766764,-1594.528346137783,1.4190401697151231
63,1.0162829759205292e-05,2.4244173640617092e-06,0.6960659128719004,0.612953447573113,-2019.2721044405152,1.5981729176524329
64,1.0211626763853028e-05,2.229816803549355e-06,0.67387942667528,0.6510541303108675,-1342.7346477340197,1.3958405783374588
65,9.66942723426042e-06,2.0099890373700308e-06,0.5725203926884052,0.5279078385792543,-426.80482980327497,1.195119850601564
66,8.122250760966816e-06,2.2715900201576263e-06,0.4997922268086822,0.36034666701671564,-314.45811358850744,1.2248159278042567
67,8.14145471306357e-06,2.4354355578209457e-06,0.577351363290178,0.3792934928701427,-604.8072997503023,1.3106292627993008
68,8.666110474774888e-06,2.4834973785957505e-06,0.6406628047595025,0.4566276060073792,-914.7587874208099,1.3774047404739063
69,8.693816225350803e-06,2.12866396182549e-06,0.6000384025324947,0.40154836459663085,-273.21693279069973,1.2144656500682238
70,8.430579730612495e-06,2.298021172969042e-06,0.5916635604936268,0.5635882165376956,-603.7126492031238,1.373112443767526
71,8.300136363504336e-06,2.1868467102660147e-06,0.6672871470629715,0.5388863863882238,-394.4815268452912,1.3621436622414351
72,9.465986795246141e-06,2.111201486532344e-06,0.718721485643467,0.6163849753906798,-805.004291996009,1.3506925819102378
73,1.0790380757517971e-05,2.08901897584087e-06,0.663766551387931,0.5793565433065347,-1093.2294873924168,1.2579269739182322
74,1.003037232713742e-05,2.242529221153011e-06,0.6726377809996951,0.5162461774380361,-1054.2867461725582,1.2987940045017767
75,1.0027470899654234e-05,2.1438002899986237e-06,0.6266372714751954,0.6388681925466596,-689.9847311361184,1.2792484181763604
76,1.0913690534793214e-05,2.0447293307804934e-06,0.7397149829072969,0.6145906877227664,-80.19932233164286,1.1845521943480941
77,1.2259589853307285e-05,1.921270138837719e-06,0.7449763519571421,0.7098905335786143,286.48017288481736,1.1224752118547159
78,1.1785502866351815e-05,1.9568789027992185e-06,0.9181689010245877,0.854565949593662,-16.798313673875384,1.254272479440725
79,1.1127214807815954e-05,1.66529401333597e-06,0.8002071288953712,0.8027472256692398,319.71783242782584,1.195829614770347
80,9.556294811992233e-06,1.8698021405039747e-06,0.7148397442293576,0.6976976746615073,89.28941712365926,1.2721950425577182
81,9.083706547028479e-06,1.8368915186036604e-06,0.6041540361182542,0.4724106458680756,490.3506025533395,1.15464603968531
82,9.48097274029384e-06,1.7414401238474826e-06,0.7351767612607708,0.6354132742417554,380.64122540306784,1.2294767695872943
83,1.0082006066874463e-05,1.6454264346090196e-06,0.5885862097224445,0.4544115806059714,84.7805229219993,1.0608555625270901
84,1.1505048875794517e-05,1.7330476672733422e-06,0.6023468567463813,0.5129158390049267,772.2030974974134,1.0217980565192182
85,1.0759019263079524e-05,1.9035012326825375e-06,0.6904093821405258,0.6065131814338577,1136.6039705889023,1.158968654984779
86,1.2974136452795469e-05,1.8810182824076671e-06,0.6787972597341082,0.672603908756426,1479.066372478549,1.0902058156835774
87,1.3506598033651943e-05,1.9051533125269712e-06,0.6296849975792548,0.7510224980321214,1881.2569176449479,1.1303354769800897
88,1.251670988434989e-05,2.2276460408507614e-06,0.7363812315262485,0.7910507283343197,1519.382970294461,1.2175424432555653
89,1.0239991890428138e-05,2.1614467465181827e-06,0.5864103565337532,0.527881809495951,1309.2457706426237,1.1632991839171472
90,1.1217302155894804e-05,1.9127166103876834e-06,0.5352832665799373,0.44173102317475865,1085.2926780317403,1.0137802293893572
91,9.63413524765538e-06,2.1256605633211966e-06,0.6199527172665535,0.5565255364419227,1721.3837115239946,1.2656245355646412
