,kpa,kSOCSon,kd4,k_d4,R1,R2,kint_a,kint_b,krec_a2,krec_b2
count,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
mean,-6.0458093288467465,-5.905898935647204,-0.5048044581621732,-2.247383532573517,3.326567816562009,3.28634304752444,-3.342963272039831,-3.7899859573737826,-2.286626843128701,-3.1125240113830066
std,1.0911067011501006,0.9987277944280963,0.2858020339903933,0.29261750783272406,0.29334753540601133,0.2787130924374846,1.03172935300303,0.9811130220326176,1.0256855799168598,0.9526341415576488
min,-9.272140136008263,-9.39376267050289,-1.3628391225545522,-3.0909063972301607,2.331101563540076,2.2070177635894783,-6.924146553837989,-6.8359382472453385,-6.251615674130943,-6.437010979156794
25%,-6.778023178010402,-6.600329757935149,-0.7014999369348507,-2.44520880296467,3.127915823498909,3.1147559216209677,-4.049333961324178,-4.4654866617825215,-2.9606216991895766,-3.734369590472088
50%,-6.057150529903902,-5.939437036077151,-0.5055038173444596,-2.247069399134714,3.3285619215974576,3.2943860676722934,-3.3431926991232555,-3.848738475956022,-2.3061449370020894,-3.067140611049866
75%,-5.312824108570428,-5.209145266093991,-0.3187640790996912,-2.047243650701114,3.525218162649938,3.4723249914663024,-2.641754123489884,-3.145103970531961,-1.609088714265344,-2.445685484551608
max,-2.3869000473832767,-2.227787270145278,0.5618676830472624,-1.3838298134372886,4.236360378099281,4.181542245359674,-0.13154746526422398,-0.29589176927992705,0.9049843485088077,0.03263690430798375
