,variable,GR Statistic
0,kpa,2.5174430614652845
1,kSOCSon,1.8081081995218806
2,kd4,1.2572496795221366
3,k_d4,1.084754701048161
4,delR,1.0472706478245457
5,meanR,4.060726005077931
6,kIntBasal_r1,1.6342338494674147
7,kIntBasal_r2,2.0939812367686246
8,kint_IFN,1.5145153792323987
9,krec_a1,1.1596918222179646
10,krec_a2,4.018841679415928
11,krec_b1,1.2788561952019117
12,krec_b2,1.8259560029977562
13,gamma,1.6409571430851082
