,kpa,kSOCSon,R1,R2,kd4,k_d4,kint_a,kint_b,krec_a2,krec_b2
count,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0
mean,-6.0158219045807995,-6.093568853988633,3.3205153659926454,3.300216459515887,-0.4989444110109746,-2.1872248899486837,-3.299576344585837,-3.6759960944636325,-2.298197405769084,-3.0296755916438936
std,0.9940193430384703,1.0238401759035072,0.30337114363590345,0.3057374500426663,1.0391474903588276,1.0152558823431588,1.0178498043565658,1.0359556190078842,0.9726966761380216,0.9729270302108922
min,-9.52609022578641,-10.030681765067838,2.1224357773891387,2.2014299520260248,-4.152313230135412,-6.0370752329952175,-6.512728451432941,-7.193704773667291,-5.924157817052096,-6.489448212572716
25%,-6.697956300453645,-6.773596395011994,3.1153445072250263,3.093131377460973,-1.173612965929484,-2.8906741861783063,-3.9930107890515654,-4.373318763159075,-2.944938850503838,-3.6873769372141503
50%,-6.016607278075901,-6.074673098450267,3.318675098868801,3.2975842771390655,-0.4887049704240499,-2.1802451185216265,-3.301229021942072,-3.66441925888454,-2.3127442441041834,-3.0109006474545135
75%,-5.341898335515834,-5.406879629266916,3.5241268534899315,3.5136320675670465,0.2025679770667248,-1.4935086653066665,-2.5848677607862163,-2.967015664231755,-1.6710742746135476,-2.3728864350619308
max,-2.517246936754665,-2.2255622821094563,4.475984394158905,4.471488936197351,3.3347911415815714,1.720905862326922,-0.08045888610739954,0.0560788226303708,2.0003994329260077,0.22124150643146087
