,kpa,kSOCSon,R1,R2,kd4,k_d4,kint_a,kint_b,krec_a2,krec_b2
count,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0
mean,-5.981254666704685,-6.024745536757983,3.296083239841992,3.294617678435647,-0.5825408626081281,-2.248096265067378,-3.269726190243793,-3.7442293504436077,-2.2860904692873394,-2.971113830428417
std,1.0177158680294345,1.0064240941659175,0.2906914785133493,0.29508464900133674,1.009393367908219,1.049484819788736,1.0060023745086542,0.999151566576916,0.9615615288133684,0.9757343175334495
min,-9.663558885826715,-9.895946837267399,2.0734914960172155,2.143610901357555,-4.221800625159086,-5.95780858724318,-6.872863732278697,-6.865200320638203,-5.680107548200247,-6.54141701035344
25%,-6.644121538990826,-6.7040055406062615,3.0903877345424458,3.0870625854927254,-1.2747749408128972,-2.9502195005479113,-3.948653342035917,-4.448682828961656,-2.914281681330639,-3.608266597764246
50%,-6.0035097648691105,-6.010887949338318,3.2953087793947704,3.295762698009623,-0.5906553613802357,-2.299248074784433,-3.277217086374307,-3.7277647744872344,-2.282827584214434,-2.991660826159828
75%,-5.300529018187836,-5.3465123426116845,3.4948028866286736,3.4977818638176714,0.10945719988215419,-1.5388798278429694,-2.584551851095933,-3.0510755603226416,-1.632711793791945,-2.2864009437219583
max,-2.517393560978209,-2.959264718761997,4.505752583654591,4.352991216680702,3.1653042175428876,1.5862035110240351,-0.1387588048457339,-0.05804945093437717,1.4611125578310613,0.7121624148561251
