,variable,GR Statistic
0,kpa,2.947329664912188
1,kSOCSon,1.1677625366625513
2,kd4,1.194759879987658
3,k_d4,1.1827685351554267
4,delR,3.1124621874079588
5,meanR,1.2507789171798023
6,kIntBasal_r1,1.3460552441699696
7,kIntBasal_r2,1.9468532707180637
8,kint_IFN,3.4302572033113625
9,krec_a1,1.9447377489797593
10,krec_a2,2.852831701358147
11,krec_b1,3.1150077231655837
12,krec_b2,1.7930627334630413
13,gamma,1.295869900245342
