,kpa,kSOCSon,kd4,k_d4,delR,gamma
0,0.00024035603410969668,0.0004678582444137628,14.491542979847507,10.976104976858027,-2033.8794958827607,3.1972620246130448
1,0.005104062538065815,0.0003407971568566418,14.010198936240625,24.874895528459305,-3582.8622408505894,3.3456311706526165
2,0.056274738271320415,0.0026780125665867875,43.516666425997236,10.721925282103076,-3528.6924071019725,1.1774750411479715
3,0.02120948500798278,0.0009101659537216463,45.647650236458844,26.759918467099954,-3313.1300293400645,1.2921268541091289
4,0.009017562575463114,0.0008288596455326183,22.182585850460967,44.34444278213457,-3738.237615646059,2.035418141677656
5,0.015001383823552409,0.0024906385573839804,32.29203806142518,11.645091992326774,-3570.538488198733,1.7835103542125168
6,0.0013884555230267266,0.0029057707803581104,28.704673149106878,14.64031018851638,-3773.8227032595582,4.828184748452084
7,0.0001920049041336178,0.011013947191581521,34.73779277643976,27.08774895202886,-1318.5349306000294,3.5537995529234667
8,0.00010924680676168008,0.120240298300762,44.895280358206094,37.8330883784869,3717.136635637087,15.174054580595
9,5.625182600355782e-05,0.04645619785502825,21.331095573499983,32.93175004196583,-2780.3685234809204,7.845093300933458
10,4.778556686730897e-06,5.732696313692881e-05,46.4989838269428,43.25621735272662,-1739.5018997699635,21.648190784600335
11,3.2818108907537344e-06,2.9402509746454964e-05,43.95295462915165,7.608878128074638,-2498.0135778183035,23.38481113154258
12,6.877418732733299e-06,6.412934551876591e-05,30.08461442321151,35.603516211787934,789.6845151596723,36.88035117573436
13,6.942289867586535e-06,0.0003225808172698402,36.92417822140638,34.76547190555753,2766.478797784089,23.85594410636373
14,4.916719951648689e-06,0.0008074542000654139,26.522463915163133,28.9205221681878,-770.6871296186046,31.031453148874167
15,3.027589881535564e-05,0.0014599863719019872,10.615013250800676,19.782131542988786,1922.7482004653302,5.4809812065524
16,1.3988186063833012e-05,0.0014748696812736252,42.61960994938599,42.80488696450271,-3197.526371540658,26.12148581490401
17,6.291635894689884e-06,0.0013577614994122328,47.552272836562864,14.030785192335127,-1632.5475486121559,31.86314618798643
18,2.8693346609059358e-06,0.0012902087257620455,4.880228607869403,8.875646311977729,717.8326669186914,19.188359592716445
19,6.396528442062079e-06,0.008375112292903698,11.691708260857826,22.826588974329145,1398.4628160000234,16.15811643789017
20,3.685890134895778e-06,0.007415637783964134,3.977030610758969,3.20152520954847,-226.09762212393272,6.790744464126621
21,2.3977321085531802e-06,0.018221871281145673,23.31533905013647,7.109681063878429,437.77252193854815,22.080115390478817
22,1.3882468482662391e-05,0.01023584197857574,26.092388127397587,34.83568064403422,130.36982654221242,17.250173888998855
23,0.00010475834664757635,0.07015504342588573,41.403841029754545,11.609050831068943,2921.107209399032,1.6971702862872078
24,6.417793344566678e-06,0.019530600205168013,36.45640800385914,20.52767369359737,-1228.1296141124035,12.103238824491601
25,1.3244837957231832e-07,0.0035143182791684793,19.63077561490905,27.877608877447614,-1766.007754692954,31.86616077972842
26,2.7975719559423994e-08,0.002962429197154375,2.1184936802025183,19.706052751071812,1224.8317140116635,29.03962773769469
27,6.928310841179673e-08,0.00011864796332436977,3.780479338195587,26.514267596629885,-2875.228290342777,30.483868434118545
28,6.131835494617757e-08,8.800947735193683e-05,39.8275877058816,6.1139585930147105,-3045.9884474914343,25.759033063859867
29,1.6546613239891543e-06,0.001313403503243404,15.448301757641762,9.425161656558725,3107.635168153866,12.383751056782398
30,5.123261748497681e-07,0.00043728057746898,0.29577163170589704,0.8466937533640427,-121.13458628565061,7.857994963466363
31,9.638913210766255e-08,0.00014949939521700372,0.1977266004532172,12.415575678737707,626.4204653934404,19.313853776390516
32,8.71409816871213e-08,0.0007192941950059879,37.82225977488059,15.365465954678832,-2096.6650337114997,9.323260607311006
33,1.9447879977104997e-06,0.004482643469094135,3.1209213525356745,9.3709092936809,-2238.538422843837,21.663484224858404
34,1.7318109104687248e-06,0.005465168213396856,17.212912233135977,30.317450193212412,-2069.6045857797167,30.963054714996204
35,1.7371050366741583e-06,0.009593375528723075,43.70085308959127,10.079757329578555,506.78919269780147,20.62604172778321
36,5.572920394371601e-06,0.008363103599819632,10.561525745919988,24.674364230393323,-362.9216856218777,17.220186742453972
37,1.4369952929537256e-05,0.022082709815036766,18.107742244394515,22.72966037012865,-3324.7455197157065,27.183786587628553
38,2.1900589889150703e-05,0.09485446266119191,25.324777807797616,43.941528262390534,1225.9260675357732,8.03502544029066
39,2.515637199143065e-05,0.3126628917279393,33.173876969622626,29.67236115743851,-1621.5547346165008,13.914546318458523
40,1.365157771225573e-05,0.7813416650537279,16.313414969197115,32.49569797258086,-3329.8544988339336,11.93841219998998
41,3.0582356477425985e-06,0.6844399173204903,23.874891318392727,10.34410851745958,-734.103322525778,20.2854805375187
42,6.851313412769068e-06,0.9588752114188612,32.10619790250103,31.97631796809043,-1216.1246998115664,6.320389233293119
43,2.706620468423219e-06,0.8256627544508645,12.947850642888273,27.160731141247208,-1842.358853923672,39.833955103976606
44,1.6978076037090343e-05,8.096143197008699,8.488300248951624,46.74322252635729,3119.6561577023826,15.96898194589627
45,2.4224069761126946e-05,5.303346690446007,43.04920775349479,38.48234520637041,3488.7049015107227,14.28011669987176
46,7.437980044436988e-06,2.712005930486647,42.22765896677627,23.846331866868713,-3394.5103238002916,22.26458279630232
