,name,mean,std dev,2.5%,25%,75%,97.5%
0,kpa,0.0013912740486500342,0.006933974081405468,6.888487073851579e-08,3.1700232692481664e-06,3.18262229910929e-05,0.01531178888277391
1,kSOCSon,1.313665955152714,2.275390472920241,6.378922639967405e-05,0.0025843255619853837,1.1290214588540273,8.589111497558296
2,kd4,23.131860763653602,14.150621540595017,0.6430079838436557,12.123759869179686,34.13934877667818,45.690216915983044
3,k_d4,23.200922545982664,12.27437073612931,3.0961406962849694,12.03033383553224,32.12578616475967,44.47608342314346
4,delR,-199.15616913649004,2308.580125337883,-3590.631009590363,-2083.1348097456084,1905.2136345836846,3693.8528128755806
5,gamma,15.170607047598851,10.354971360506635,1.6769181146783039,6.85461876924564,22.17234909339057,36.88336620601792
