,kpa,kSOCSon,kd4,k_d4,R1,R2,kint_a,kint_b,krec_a2,krec_b2
count,625.0,625.0,625.0,625.0,625.0,625.0,625.0,625.0,625.0,625.0
mean,-6.132171047257157,-5.840464117501805,-0.5124132131499176,-2.2811162066116095,3.3041407395907707,3.3700682569365585,-3.2660446957611113,-3.5434117670125853,-2.462102906804603,-2.751537655204528
std,1.075669691137446,0.9510431980054211,0.3323442509269688,0.26850822879437725,0.28794177255600945,0.34205961972669374,0.9746897287866195,0.8592320632560484,1.050333200417006,1.1159192455834348
min,-8.297131892232956,-8.662447968624598,-1.427328022596983,-3.0029399325791446,2.6684809346819582,2.4472063045176133,-5.8872729064861025,-6.404846548140354,-4.970058736665599,-5.072018034742402
25%,-7.0686827223809106,-6.436854118572096,-0.7740294376046793,-2.4626446843863903,3.0975707454965002,3.1315644896963084,-3.8543392704768396,-4.082667016295993,-3.1021304246969987,-3.5952268217942662
50%,-6.053237924135019,-5.907247113878777,-0.4944719304094331,-2.255959989183643,3.2805415234046844,3.360878331145357,-3.2113251024119362,-3.4942432769624423,-2.451175998846786,-2.7810739111499627
75%,-5.380988199859148,-5.221752848650017,-0.21836383823994587,-2.0964094401902953,3.4679661112714344,3.6076708576637038,-2.609838115006632,-2.869836737105127,-1.855700001459256,-2.2123102840680553
max,-3.2913238093880555,-3.1187217354048364,0.20417062681335785,-1.2962289741075614,4.0771927174815525,4.344419399279974,-1.1048327275360734,-1.5120248905286513,-0.2169674634533644,0.2902397638971339
