,kpa,kSOCSon,kd4,k_d4,delR,gamma,score
187018,0.00320428956817343,0.04698080647679797,39.588935474740474,0.4237350327796271,-2708.587731508765,1.314560877884786,0.3660134863223533
34003,2.116185099156569e-06,0.00012567559254787232,6.951951289586518,0.0008239438158243233,-318.45419448521415,7.378691325312229,0.3863560142401601
174017,0.01720627823530488,0.03879929746260154,39.02306628128203,0.07679350547873852,-3068.59971642766,1.1828718108003335,0.390360583331793
107010,6.7709668765049635e-06,0.014976099277240487,14.827677618378472,0.01494762605247766,1016.7916129341817,3.2556924686806137,0.394179204166739
167016,0.04181464496347758,0.0032059168574835968,5.117533665071818,0.3766472776526636,-3409.206063981415,1.2908112940416212,0.4114661186830282
14001,1.3672383422297322e-07,0.009291352538899584,3.120710271913464,0.04274613733721055,1610.234655570689,25.418913443802435,0.42229966680356124
99009,0.0014030801619486445,0.0254054062344406,19.414093084480427,0.1537394115374448,-2668.9592890658696,1.7580186653889762,0.4262309666628638
21002,4.371974413292385e-06,1.920037470712385e-06,12.437807047887596,0.5329372274356304,1763.7430408602654,4.716482513370353,0.4414274481973122
119011,0.060187279355118035,0.04222380337742978,31.263042407565397,0.07923912167002008,-3486.032256094947,1.5795539944553272,0.47765204945947465
73007,7.631522257738651e-05,0.0009636756911441703,5.059804477172992,0.08239146865171187,-1887.0159805880685,3.195961767207361,0.4843669508186917
71007,0.00014810979902885036,4.937624165448447e-05,24.07055750486286,0.38793486538081295,-1991.1236800500294,2.0974180732351533,0.49192492570019597
47004,1.7363821312916626e-05,0.004407560843803574,24.39802277071181,0.7151819758312109,-2639.18148888643,8.893848667860041,0.49862052558496234
97009,8.177312360292471e-05,0.0534312368046787,43.582231995629456,0.6062538930033058,-3602.167724844197,15.455412905430947,0.5220204835566091
46004,5.701861733906937e-05,0.03845452284334392,7.619864018533375,0.10944363112033004,-3383.5205610004027,10.83551747953912,0.5304615831940288
173017,0.00031284983824864256,0.042724470258271016,37.16714302872187,0.06818475470577119,-2797.649229465936,3.5126401376652776,0.5565321437283762
65006,0.00022489888082634257,0.028465500529970062,26.001786913507928,0.15333310919635312,3028.029468028283,1.2195604850945334,0.5649738593571568
185018,0.03392708631567755,0.0421367536284627,29.69833905100419,0.4866482725427802,-2894.476857231023,1.2311091690622458,0.5730502714284812
16001,9.58475995136275e-07,0.0006336624448282645,4.957133423215809,0.7561887902587161,-240.3648106727412,24.684867135959554,0.5869656797725478
105010,0.000209414837087204,0.009117398233040329,12.969409887916086,0.2184728798094196,-3277.1768902230074,6.672189102717918,0.5883814366449874
83008,2.026461752335568e-05,0.00019761113629941296,19.038000247839147,0.12752929303843627,-2933.1482131273924,7.821514118296582,0.5901309537177504
178017,2.0203327859742362e-05,0.008936384305454329,21.494900141028644,0.2623282315988015,2510.100625794006,2.892645197987308,0.6003771447610673
195019,0.03662678084272754,0.008863026115936926,16.435928201629064,0.5996664753342005,-2949.679383993587,1.1873162639661654,0.6014877061240979
129012,0.003751853129342868,0.006871398253745721,23.845026706420665,0.6012191743230044,-1091.264735996928,1.2651065025120471,0.6070894489439361
13001,6.020780118885946e-06,0.004197748420956543,8.618905259919599,0.07048319721583317,-3072.32685618214,17.958297217525306,0.6176356174105064
155015,0.0005082669630981339,0.0029639957118357853,14.568855824804,0.7771623384302484,-2975.8209968420283,4.29082515943192,0.6381955672866317
147014,0.00017121966842629247,0.004522546209058311,1.4380298737997248,0.5396298177148198,-198.7931761189104,1.9113143408033355,0.6382343719556727
148014,0.0002740002840161889,0.02881838210075505,10.465994254014415,0.093228866542178,-3134.508552937877,5.587341222638056,0.6903515251670089
77007,1.096837864716468e-06,0.003939334350674069,31.611874152887182,0.12442866329071466,-1933.1328607933187,24.067033771857357,0.6941725971366332
26002,1.1990213529297575e-05,0.0016996070674353935,3.5500383320693687,0.6504796530592564,-2287.379823421247,10.188154655625873,0.7023278276526219
144014,8.801708755504095e-07,0.00882605235679855,21.485928886173877,0.5257702849379206,-1186.336200821219,29.22524628901139,0.752487017206387
194019,0.02087578552823264,0.05051829288953283,0.17608415911701664,0.4234267380898848,-3136.367074890294,1.1890379743315764,0.7640125477051248
61006,6.285772868464146e-06,2.485411975989923e-06,5.943812273489679,0.16550627410577576,-1727.9129474335634,4.527999154084419,0.7850773985606121
151015,8.335263893009317e-05,4.664254071692882e-06,2.328073846677841,0.3132354013788843,-2504.494956701427,1.8818981695592958,0.792952018632229
166016,6.608584378496184e-05,0.003150771782263273,26.57383231254609,0.02870411664991255,-2458.0192261883703,5.340172368456074,0.7965068206969742
54005,2.5576509246488462e-06,0.012750286062151898,11.659001680126009,0.7560476000572175,883.1566472414877,13.568537330448999,0.8285385844727969
64006,3.895785326617467e-06,0.004271798237630073,33.454694345852516,0.2396968161203072,1287.532090951792,7.559393193248249,0.8354350279177286
128012,0.000723621139893274,0.0005843624999652343,37.89469249521479,0.1525004220652346,3695.4931906064107,1.4199009416760104,0.8796427975651717
175017,0.0022817858300836287,0.04384591736010389,35.781817843138036,0.03856448955718608,-3781.461595236571,10.643618013760832,0.8903281336867399
9000,1.3037391445135322e-06,0.0034973020855243405,12.192372973399825,0.8069100368272534,865.1755100346187,22.46376407126831,0.9279561425396798
143014,1.4634684789805055e-06,0.0024066462076783018,17.062485113870988,0.2564347104025405,81.09025096046827,15.523634149586663,0.979258157702321
126012,5.1906727307726415e-06,0.019931156826239683,14.268816704082813,0.05283343075497488,-256.4709439364875,7.498459628259133,1.0689657675283137
159015,0.003508854003586824,0.003876399069164114,4.978644097835602,0.5583637748413965,-922.2762768505852,1.3689287011076552,1.1283346328081023
84008,2.630770931899151e-05,0.016878841461932324,0.6386158123991474,0.004692922753888892,-1233.3089499952036,4.5985196032120985,1.207313126653799
63006,8.306018620361173e-06,0.0003951798306966919,1.7820196768598262,0.03905192637208281,-2925.399020052146,16.39474528834457,1.2455611892426413
184018,0.0013015082717166286,0.06417681319504172,26.24992790329712,0.049293854814711546,-3533.667228675913,4.342346657954388,1.4634794150786774
117011,5.524713503637211e-05,0.022903263789721885,18.659725733438314,0.6429395465663845,-1297.8239661822745,5.5340035146960425,1.503768957761554
125012,4.590760266167365e-05,0.043087502085058536,15.320472189064422,0.12680323704645138,-2967.651704238263,11.715959902735904,1.5341456880329527
168016,0.007301083676780669,0.051427749756778836,32.173199268467435,0.5164182193660274,896.8102117963788,1.2543086695459995,1.5748291301128747
149014,0.0026017886219561826,0.05694281397458659,20.635793643190123,0.5480428089044715,-2051.440654480224,2.2592669609804146,1.6615686690172662
146014,5.515061411076891e-05,0.0586500428891996,0.5614607322378692,0.05788733694464294,-2022.228029366255,5.244429878902043,1.668487101434514
51005,1.6727521527726293e-05,1.5671503638095864e-05,14.026196344510565,0.4521993619710952,698.5559795126128,4.757417901665929,1.6976851832712996
179017,0.00857922221238964,0.0005903588082728034,19.584525765072552,0.4988377118974685,-927.2973195146263,1.5769690055888788,1.7809690305875245
45004,5.4269332338674035e-06,0.002184447817498241,25.354482805917524,0.006699754143634185,-451.07105270028234,9.290735886160649,1.9062836690850171
176017,0.0010423617898975342,0.01577371491459028,36.72906627829264,0.0007430100537896289,-2947.261270557718,4.95098186712271,1.926208920617313
37003,1.1092146281335948e-05,0.027431302315943085,11.317181675163924,0.01147277739718173,-1926.9648709991952,10.739095551094902,1.9761569907567094
169016,0.06641041914563994,0.03400723599527028,28.968403306109003,0.1209514699020152,-3267.052862263131,2.3868204580434726,2.030630772552329
192019,0.00016612828395741122,0.004790044652715761,21.817084848850946,0.8127966392060489,-2630.625456529533,8.060742074725072,2.1346214926953033
186018,0.010956337043510095,0.003614506984766347,41.417506330346704,0.5237730350206993,-2869.663000959693,2.971790936944911,2.343866299087789
198019,0.0012251668622487494,0.03453188918281981,12.969781238084144,0.22139613609473674,-2653.686988742127,4.421936633166732,2.612624501105963
