,variable,GR Statistic
0,kpa,1.037447727136306
1,kSOCSon,1.0077186117921277
2,kd4,0.9472839333716997
3,k_d4,0.9361232797736443
4,delR,0.9563971530904106
5,gamma,0.9667286159339122
