,kpa,kSOCSon,kd4,k_d4,R1,R2,kint_a,kint_b,krec_a2,krec_b2
count,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
mean,-5.985849508956384,-6.079045981245275,-0.5249138953186046,-2.22806446023807,3.3111081218000575,3.347881253575728,-3.2499030875556056,-3.7676706695182265,-2.320596287829309,-3.030274209413184
std,1.0432324447910364,0.9768746239460895,0.2996716869673578,0.29389340104175243,0.28346700267477104,0.2877146873466753,1.0448324567927623,0.9545476444438937,0.9849621328493866,1.013957577730478
min,-9.622333332774653,-9.417859944402618,-1.508233989554475,-3.0490406823485934,2.4649924623236594,2.402194206912902,-6.157903151753942,-6.369248403821232,-5.272450894357744,-6.231288695080775
25%,-6.668378818234683,-6.688031430637963,-0.7243677717170288,-2.436210174818881,3.1214043623768797,3.138296473157316,-3.993411296978917,-4.447344025543383,-2.9948697787280296,-3.696337211554509
50%,-5.9676592741698,-6.066569343057217,-0.5405497941927375,-2.230914628296999,3.3203042066628368,3.346117533464622,-3.272735291993717,-3.7669628119472263,-2.360102529767226,-3.0977498148750384
75%,-5.25450031189941,-5.443417075429254,-0.32118218969694323,-2.029305189676801,3.4995766870308422,3.5587571971990934,-2.5405737743014045,-3.0929631308043994,-1.6788049260480942,-2.3827216911634843
max,-2.86055245365407,-3.0574173973619136,0.5107755854750011,-1.3704413475358839,4.291831780152195,4.289527015686243,-0.44953922046252626,-0.8837292015344634,0.7313648379685419,-0.07896930515444239
