,kpa,kSOCSon,kd4,k_d4,R1,R2,kint_a,kint_b,krec_a2,krec_b2
count,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0
mean,-6.1807458417786405,-5.777042165441526,-0.5674997033299323,-2.2475846796648695,3.1584789243060514,3.184926134329966,-2.994211452433294,-3.4305203308968886,-2.4736283608828376,-2.8338897004579775
std,0.860383284821768,0.9745983950718932,0.2645070906443214,0.295687105517617,0.2512913412865361,0.24643169845109333,1.0262912959947466,0.7294653286829066,0.9171655296366726,0.8261912271594305
min,-8.056502331583545,-8.136710703609065,-1.2216468853546352,-2.890119679223392,2.5068739271503997,2.580790834466431,-5.417230611825213,-5.022225377016891,-4.66831217567322,-5.355724344322323
25%,-6.72615441054233,-6.362146220961652,-0.754720300466081,-2.452075200495308,2.966519971241219,3.0094582159481167,-3.7845750948154118,-3.9384962626001125,-3.18535090068351,-3.324449461349308
50%,-6.214248510280337,-5.770063723944204,-0.5737303818859123,-2.252272671514448,3.1593305017965254,3.167108324497456,-3.0535305828457475,-3.5424575369413303,-2.362387667189931,-2.820880522670017
75%,-5.619016284262436,-5.159516559410269,-0.3981778124350384,-2.060590931685467,3.3499051469781627,3.3757345610568885,-2.4068897249356804,-2.9153719051637035,-1.8845808547510097,-2.286836951688528
max,-4.082354971555231,-3.16831320202289,0.07209493572775842,-1.5234514500742624,3.896013455151394,3.900012160523842,-0.08261999053258685,-1.1708499116236852,-0.6038386883798808,-0.3514984048741444
