,kpa,kSTATbinding,kSOCSon,kd4,k_d4,delR,meanR,kloc,kSOCSmRNA,mRNAdeg,mRNAtrans,kSOCS,gamma
600,40.693125519829316,42.88696136022915,0.006117796061049124,131466.27201020013,53512462.60703369,4846.020268743099,7101.9840498399,0.1032005484679489,0.0007206277746683868,0.0007285263911093834,0.12613506681718023,2901.3125321288035,1.3273909324620812
630,76.02478576295502,139.21987402294187,0.008181619447172791,201795.19190090123,272173661.7220721,1746.8656275573896,9317.75760859605,0.07227497120585194,0.0012352139269761677,0.0007035578379606357,0.16023574312187913,2274.999792125162,1.018397497051285
660,72.52345580045349,93.92056669285637,0.010220397714914054,177970.36745281334,342520934.8178384,-667.5852867673783,9774.704969307364,0.022482428351012818,0.000956763835008925,0.0003479484153115583,0.07745325479102956,2530.7796781263423,1.4034821793237973
690,55.77084991336742,527.9302023655777,0.009462653190394715,150658.29694821144,1790603810.879066,-2725.8926873454993,10222.943229835262,0.023498454931757045,0.001196312273671033,0.00036945544876422807,0.0718160621184521,6150.679262349921,1.2342329797733156
720,86.81787695054494,1184.963017523412,0.013387691285962082,406878.33185732586,10628527963.462458,-2818.346358921999,10288.388042919525,0.02025064926616905,0.0030616065025827694,0.0003311468743539539,0.05934920360077401,5639.473813384779,2.0328669940732285
750,249.78522266866386,3473.453103086346,0.029967578893307187,498934.9130661895,8162102039.54379,-3016.0272564563534,9638.400431223521,0.016424167919207335,0.0035737481619371797,0.000992284462374829,0.1338361421838157,2726.6541263344557,1.0088115004041656
780,186.18359332504755,6632.518413421259,0.053794018982231434,441393.2990030723,21496096892.259075,-689.8826900540079,9620.076082146754,0.040690964728609676,0.007972503142463585,0.0014865100702041458,0.10470783725236352,1571.2738312591625,1.0197621060924054
810,207.06457872671965,3552.2489825877074,0.05525955251554575,886405.9522343848,22808546506.12586,-1286.5669386352422,8821.465310948857,0.02017684779184222,0.009844211573469716,0.0011061307388911014,0.22212552699590846,2516.787769149432,2.2448421923599713
840,279.0089569682976,33151.329338658106,0.11624507159682529,930329.6120014081,143379315320.95905,-1004.9839101391401,10328.299409375282,0.021571585329405597,0.010944770808829054,0.0013200594600318784,0.24259133087516938,3496.735475110101,1.2602366654247033
870,295.6235651656622,19202.87810829139,0.18170554314401807,1728481.6713551069,163073243298.34314,778.3290215138347,9985.715255236695,0.014578142056072274,0.011079113567285422,0.0014996992840851338,0.8842634400156352,4126.4707470001,2.2768664416284685
900,282.7524512199885,136220.07516307576,0.48994877037909607,814973.5270040666,643565645252.1096,-3113.0363312528134,9943.362811235631,0.022870121532529705,0.007993596341607654,0.0007482055659446847,4.181340022423468,10257.04145062681,1.628238002606911
180,2.6074388694836523,0.0005172522053461259,3.262210861782713e-05,0.7353362590831655,0.7801137577102076,369.40761544192435,425.15126449001593,0.0006142470444956004,3.565127540569297e-05,1.310481210829165,0.029742671384809825,2.1421514409820862e-05,0.6569455243777592
210,4.122370519374341,0.000957297045296716,2.4208699929308894e-05,0.546286009228832,0.8097996139091573,83.19787757179836,358.70386791998015,0.0005955101029289922,8.85131925491683e-05,2.307493785022194,0.03916169964160131,1.0440727396431333e-05,0.40106586014060885
240,8.042865844828658,0.00045021601527614957,1.8668842267336722e-05,0.49230860325093106,0.4247474066295612,235.57460124727834,345.4814069834471,0.0003689717874663641,7.984533848135459e-05,2.0637037927380173,0.04430898197963071,1.8598767013307005e-05,0.4646204396854282
270,7.7793215850946265,0.0006953389377837554,1.9651339359583497e-05,1.2746681374457502,0.8911111528597648,320.7001790698156,328.3583897289087,0.0006206473579256677,4.894584093370177e-05,2.3080607125553194,0.057877758873227214,2.4847789858067255e-05,0.6550615541641278
300,7.494270634414156,0.00011841752351481959,1.172748105402735e-05,0.3118436625873005,0.49295674683937707,562.5896279815943,695.0025291847408,0.00041878634314458814,2.4419617200343972e-05,1.3674249424539475,0.03256779488124975,1.0039728001685021e-05,0.4470050206743329
330,8.484899524243259,0.000336436949526344,6.642703182060883e-06,0.5633873470353566,0.6623286863286626,-433.7185068725778,388.3736237760762,0.000494922382218038,2.6220752204539815e-05,2.161092636671513,0.051953543660153464,1.194647331064823e-05,0.6732900297030493
360,2.9196703907419965,0.0001514940771196019,9.219328380448614e-06,0.8624846816174282,0.765290867250757,60.86975928228634,895.2654455702574,0.0010555930556236993,1.776753517182892e-05,3.374250530508369,0.08574348864239033,1.5112936316523486e-05,0.4871463449562443
390,5.525450984099727,0.0007853572442921701,9.271617029020773e-06,0.6248364740639712,0.6568582787756831,-187.1860892238069,347.7084419593331,0.0011629075447521086,1.648347523892255e-05,6.279136263753327,0.0787694336056473,9.403863086538661e-06,0.4237125285870029
420,3.5792985476230306,0.00021445473475937405,4.175527527948331e-06,0.6058052790661957,0.6686546782663456,1412.6830819257975,846.6991296905871,0.001060412667076058,5.989842025438545e-05,4.494802888454848,0.08564931118008191,1.332789567878446e-05,0.7136382078356136
450,3.421281773823131,0.00045891393305362506,6.0354117562805785e-06,0.67371333090167,0.6453120861063252,69.12169246715047,458.1741287602996,0.0005669108265153563,6.895615158826369e-05,2.9244036263679236,0.19666378080666638,1.6809507479238128e-05,0.4771175622946979
480,9.411046891297634,0.00019636440532621403,8.55684401367621e-06,0.23595568991216495,0.29599078308049237,31.743480603554076,333.89772250761615,0.001411263362942524,7.124853045659619e-05,5.077249027952093,0.12994780435067477,1.9896301775658188e-05,0.5160130828062068
510,6.604202568096546,0.0003146352269210127,1.944350074976353e-05,0.5375775497041311,0.64478472199183,130.48980725061662,413.32232183834606,0.001070823607833214,4.070234601993461e-05,2.0590563089270635,0.15990163974944474,1.219028163196501e-05,0.5274428841758823
540,6.975981427431274,0.00013554651507338288,1.7574503384268454e-05,0.7294653623407309,0.822653630056114,-708.4259854621225,858.8200150550836,0.0006992688249194704,7.639515661933663e-05,4.005788362033071,0.1236257500288647,1.809338177392482e-05,0.48006574356672727
570,5.746238379733253,0.0007696753027486368,6.275578769500952e-06,0.558786870367098,0.6318487069876542,-332.72587710305845,270.5680247082221,0.0003367132124639067,0.0001343896615554311,5.79862082372741,0.06896135084918638,1.7755460644653686e-05,0.7261133001731727
600,7.405986068866705,0.0004177045122253409,2.9636255018218604e-06,0.8130977903381951,0.6234607983976276,387.6278732887114,350.95561576998625,0.0002581571876277738,0.00033669731552388155,5.237221544692525,0.1500892077803785,4.1674922549506245e-05,0.7175308635463099
630,5.832074463092917,0.0006761687506538863,2.175721207003209e-06,1.0148918061805545,0.7554095155417985,499.856688501714,397.9346279530355,0.00025330906067498745,0.0002116710438250128,5.674442870298984,0.06165751715543259,4.027338202413001e-05,0.5926155543584076
660,8.333913453595194,0.0017321409558006256,7.183064470169128e-06,0.5314782740678546,0.6770833864432079,201.94513252517928,205.44297713359185,0.0001587084462911126,0.0002686358084873181,8.389341637955866,0.05664099302126819,4.1463622104691586e-05,0.5066187756308156
690,9.675603988356587,8.257349796601902e-05,1.5132130859990196e-05,0.6583057190646956,0.6678530735755822,1346.3700797716776,1191.1105179528263,0.00024445850792462735,0.0001641460253326017,6.274351872046324,0.06850003984933428,4.133771389743191e-05,0.42817931628598654
720,7.227562749927181,0.00019214865666795483,1.256257844153087e-05,0.8082336964494535,0.8640201664269811,707.0870671449608,775.1579560780717,0.00038473641644942973,0.0002492515934994989,3.2606249675509504,0.05299845858435906,9.44587486303181e-05,0.46837080322603014
750,6.854099439910828,0.0005896966040493362,5.1543364238484756e-05,0.9247050599015659,0.8028998889934758,576.6323213562664,424.1852555480623,0.00017818124060273432,0.0001993861501886228,1.7916590950792974,0.04347582071245525,5.512178127377839e-05,0.6259933736069988
780,6.668545612513306,0.000189199223421626,0.00011618540852342701,0.5697205507111747,0.5770926755689484,411.9494781043039,617.1758283532561,5.462710165949423e-05,0.00047987229921378195,1.6119264114072287,0.08203366250909525,9.657975104410631e-05,0.4790370755064525
810,3.9608057163863943,0.0003422125583125067,8.863746686075691e-05,0.8946486215551818,0.8981642256294563,1949.571290142696,1084.0150130422408,5.8160183608339374e-05,0.0004141341260538476,2.297421788729186,0.07795699036838807,0.00015746809416926195,0.6448729526089559
840,6.881060518047946,0.00021553133392940575,9.718314492899378e-05,0.6692805681641293,0.6435630314635772,-19.485195614823795,462.5372722235589,2.5662779055605182e-05,0.0009799296304250213,1.9464518324212334,0.09977062040663824,0.0002155900387025185,0.6231219394264024
870,4.640482433800082,0.00045715140308814575,9.337632081833846e-05,0.9532111071897665,0.869079493597409,414.35312513839955,439.78815407453186,2.0255364318681544e-05,0.0015419210908256503,1.6296220871017681,0.07051097787085701,0.00024503887542813265,0.6479146102554777
900,6.700970051266123,0.0027575641212640076,0.0001521256833987465,1.2222424038448916,0.7395615354883079,-40.27470904116735,169.30254951973058,6.154684724741412e-05,0.001211528642297926,1.8095923829267924,0.07045945534246233,0.0004164109016867782,0.5266202307232667
180,0.7780758164099042,1.788716199904627e-10,7.507773891406099e-06,0.7005542511825178,0.6088900793395576,5532.282303222458,1173.8578957475738,0.000526901289910336,4.7456412543344124e-08,0.035976018717890905,8.252823982042798e-05,0.0005378380157081529,-46564.42119071086
210,0.7920952322326129,7.777829724414948e-09,2.7131005353847182e-05,1.5437851907633815,1.4352510537653473,7255.403404757296,-407.81455476372514,0.00021244833876036355,2.4669844356872846e-08,0.06348461471461686,0.00021599273679796146,0.0008276183103543993,-1026.8171998178918
240,0.45030191279146436,5.4549628621628385e-09,6.82027786717268e-05,1.4783953062594433,2.111722307488919,8168.38452636565,563.0424068880851,0.00015933437546629766,5.1019463720949744e-08,0.032745503752959475,0.0004474543057706457,0.0013366495796769276,-3741.252404877771
270,0.6683904325943492,4.534856778419588e-07,6.089213257355762e-05,1.865710460444599,2.095833560414501,10456.486154194023,297.58284845766536,0.00033910776380413935,5.381103675556667e-08,0.009517599413821862,0.00073808854598775,0.0016899258538536038,-20.823764814623686
300,0.760056793456789,6.027293118846581e-06,7.269442865318522e-05,2.4893666888503785,2.8871419326981624,9418.148014855627,-1084.0285295892875,0.0010500177237072429,1.8749268590125454e-07,0.012635580645521633,0.0006010949138874414,0.002341171513557983,-1.9996601943237708
330,0.7279001352659777,2.681732772684267e-05,0.00013452629260828503,4.881045912971482,5.179617933688541,13366.17018624942,-273.24901789789675,0.0011999234579272273,2.121383985582368e-07,0.007375925070452887,0.0014483328339572159,0.002305921054947952,-0.5412209574304745
360,1.0281450539098762,1.424957160980396e-05,0.00012467095217202635,3.2699113064134075,3.957420845260533,10242.831402491463,-2067.273363403913,0.0017561792529012857,1.8347055028921199e-07,0.003408316569013676,0.0007633581876478071,0.003886976106754394,-0.8931624259229105
390,1.2859936760548651,1.6774563326826408e-05,0.0001647216534101282,2.961372108190028,3.0071431431505258,8488.030418107326,-1226.4446921127856,0.0019445856708617153,3.756561542690475e-07,0.0014242758446557661,0.0007654014235962503,0.002440642259786079,-0.7813795916092681
420,3.3246809133121933,1.8982936899548657e-05,0.0002146263126855082,6.345668931377158,6.666598978056497,12584.12269233068,768.8151295558092,0.0018713929696239802,2.3356079510709364e-07,0.0014589613547665188,0.00030629184566010443,0.0015785390976994843,-0.3495158062258858
450,4.553582554886466,2.4673565928481147e-05,0.00019419781745917455,3.3049991929486993,3.4757801498789105,11551.875879974375,1384.3530163384692,0.0016187949982944417,1.0650264130378407e-07,0.0010371562379486122,0.00015682377302831264,0.0008877681299688334,-0.11121228069152223
480,2.781933621750449,1.4416540476879852e-05,0.00018133422806578705,11.034384036022335,9.770429059587896,16418.74860731738,-1829.4821054775587,0.0022614384174562963,1.2054337886938585e-07,0.0017184950591780269,0.00014621845237942576,0.0013637033864432138,-0.4553700481825704
510,2.359002077789232,2.1405413057282987e-05,0.000253358354925911,15.137465162606752,11.115304923053971,17235.504454446407,-891.93280573274,0.0019931615863467223,3.031750372058297e-07,0.001645967063013685,0.0005244941466297187,0.0011692951263133017,-0.4502443241870249
540,3.680321482448524,3.108133616767595e-05,0.0006966938297718761,62.87096424610621,43.329986698713356,19882.730801075373,-1963.2913097832331,0.0026351801858164664,1.5511884907189013e-07,0.0011972167193161738,0.0006348219545670101,0.000723160497788623,-0.7537939111149676
570,2.4200200946542507,4.2953977320316154e-05,0.00173167186528076,142.57523246880444,102.83070786664369,17624.83182213038,-507.2513258399588,0.0018545806765466741,9.572124955816846e-08,0.0007097205247759394,0.0009253181660455861,0.0005986474072733507,-2.0673103292724786
600,2.06263371280803,3.2729627287715625e-05,0.004181585673329337,196.81034861888222,151.30666847124584,15155.337120180006,357.8089880619964,0.0020005639844262774,1.4254782530707143e-07,0.0006923888685869205,0.0005089667915734012,0.0004752814476861931,-6.912472603154185
630,7.268986664093459,0.0002947437503654681,0.004141546448556406,100.8987265834033,71.61767136129275,10917.99341709868,-790.4164282080274,0.0018060925510102652,8.648539907689503e-08,0.0008346619124809283,0.0008932156400354834,0.0005171158893352145,-0.2694853045164708
660,12.085579960910955,0.00037703656162454014,0.005197678889176976,61.072110341622874,32.49208539748471,8760.770250118245,-1999.3095028872497,0.0011964469959819435,6.759084581669203e-08,0.000799650654343381,0.001747461517173498,0.0009717123619337091,-0.20599322856181893
690,19.125890263992126,0.00039433150817578134,0.008219845604419903,127.96221896264608,91.97989805082483,10155.607351659854,-1207.8666035633164,0.0004856231407548419,2.5696510722777567e-07,0.0008598650771289645,0.001751472414822755,0.0011608698521930548,-0.34404188263936386
720,18.3351669498774,0.0005693992177001282,0.006921387479970229,62.674320244722445,35.837048821529905,8430.841056736546,-1717.5657632022915,0.0005758229541884703,2.043198996874727e-07,0.0024483113081162676,0.0007237983583934747,0.0006772381811282007,-0.12771165111534688
750,13.00090048598073,0.00017706012993199118,0.005434421712371612,171.1486525805953,103.02900580630833,13006.712987407329,-1255.7340234829314,0.0008211115297048336,1.0457244388122309e-07,0.0017552467039872754,0.0011696793661258732,0.0015586934196242248,-0.6157354768085438
780,59.38419230336129,0.00026291107696787923,0.0067157519814501,202.77740277486265,133.10173435252568,16195.787957963004,-3806.138635442671,0.0012731926870524664,9.449940272811224e-08,0.0021861403128727304,0.000794784246898201,0.0006205864095595605,-0.33314181261061543
810,169.4456182760943,0.000504555714245706,0.00736214458953298,331.7051227255827,153.2945819403031,20840.64687251731,-7267.51777787804,0.0009041645080197322,1.33783669075608e-07,0.0021566923010495407,0.0017246448822302264,0.001658520091875774,-0.16417475837809148
840,279.10220293473196,0.0008047921117036571,0.012381528292476353,680.8130457482722,293.0283862855955,20479.115856118427,-5151.137612340123,0.000902443834411082,3.193995939205969e-07,0.0017830926375415946,0.001008053879581813,0.0006465259313507924,-0.14534175112196718
870,325.50830247660014,0.0007313809675513577,0.012368707683578757,908.6114592046506,447.39424083497863,20894.71078083514,-2737.0028766780806,0.0007402761173283872,1.677940309253289e-07,0.0027557464341006446,0.0022506408815905258,0.000564641561128748,-0.17001354905472105
900,858.9028158960871,0.0007455080759660231,0.013658149258589733,734.5952295538236,497.3483109262165,19277.77570775735,-2530.903650943867,0.0006791135249607822,9.885640104200816e-08,0.002257699917032728,0.004042559255331026,0.00047885452096186465,-0.19473957089440994
180,8.198970190865955,0.0013837081987322414,5.4065600094343715e-05,0.43130211247821776,0.5193669526255263,-310.06668553208317,269.26041995385106,0.0011202413206527857,3.4739451809099953e-06,9.398338509415689,0.028855413853400846,4.348725896808352e-05,0.3886789724216899
210,8.381087574894742,0.00047052082445223016,4.0714946671406586e-05,0.8782960068410907,0.8110277496346631,804.8399239625472,570.8494350858592,0.00076279692329127,6.83989119109959e-06,6.375311048697202,0.05013016856570339,3.0607552432582135e-05,0.48762751489639483
240,5.491304476866844,0.00010445182597742898,6.205189663327562e-05,0.8693807297463357,0.7837088367887471,2733.6525638511594,1613.1478506261305,0.0005974894293864193,9.699354358509443e-06,8.497978042386986,0.03867071933718149,2.3120379728722816e-05,0.5468041569107439
270,7.524478310727031,0.0006517162945022246,8.169225714390268e-05,0.5068717843528515,0.5420326500125499,749.7226745390019,481.9651571675097,0.0006166331798951783,1.5784044267675063e-05,8.520021911758374,0.026830279590081392,2.8288536673396276e-05,0.4485065782166608
300,4.45694420707536,0.0006931570939548503,0.00011336252086128535,0.708233238447365,0.6125422845276236,930.5230265275475,567.179442168374,0.0009088721081277452,2.911223545730842e-05,4.571776144982082,0.016413293420057432,6.72835712245326e-05,0.502508365228523
330,7.535457109973359,0.0006857648033598588,9.877552965797619e-05,0.6543231241760905,0.838305918933361,87.98299575142671,260.62722202954626,0.0016149142921189888,2.3354032043790656e-05,3.1508611206220483,0.015107425747511952,5.546117688609607e-05,0.6265883734580696
360,7.925726280222867,0.00010404869550548646,8.522463009646491e-05,0.7531147559128234,0.8869775221422801,1165.9255198532587,988.6940554747395,0.0013302019759833545,3.1488919451754934e-05,2.5183970713917243,0.020962168976637337,0.00010524931031517698,0.5337094715935117
390,9.837985928746239,0.0008791404364778025,6.854058557212039e-05,0.544557080188949,0.5076456123452208,152.97703868742786,192.5856588513836,0.000674821100188775,5.064793581118323e-05,3.896350347025505,0.027181389519688404,7.616285200076862e-05,0.6647697081545795
420,6.550725146235286,0.0003778819231630891,0.00010506337013239035,0.41305172903686843,0.5477791053309868,367.3484431487501,428.80694217032527,0.00011311772560969746,6.138145277592369e-05,4.216686698839797,0.05237359980133534,0.0001460801111663597,0.4649121952622258
450,7.269933099775808,0.00023386487201348531,7.427684911502412e-05,0.4896777786242166,0.5994606671625369,450.0748731599078,388.80616392262453,7.175701280335301e-05,5.254011317946148e-05,8.273308550674933,0.0573029859253436,0.0001067523371285858,0.8476731474267618
480,7.159502161609636,0.0005351922433568728,0.00010801114592745926,0.6256916751154752,0.6298919236464463,680.8936169886251,446.81895448969806,7.043612951229692e-05,7.136670007804517e-05,5.946372374931508,0.03930375885184697,5.877250391438866e-05,0.6084215594066114
