,kpa,kSOCSon,kd4,k_d4,delR,gamma
0,7.542857188023492e-11,0.007759986509857308,9.230540119368907,0.3078515630569716,-1812.0029737693085,37.3693793170655
1,7.458641769391255e-10,0.0008643611025619275,1.2821876671283625,0.030258947829977182,2936.218770905611,10.434743077203775
2,1.7399076351584898e-10,5.875207242622367e-05,8.930538473254003,0.11114386620299588,-2104.162900187143,39.421746571887034
3,6.246283605707237e-09,8.787062119381539e-06,0.8055019535805981,0.2614810208598931,2683.9283436355117,34.89725812971744
4,7.567813139212534e-08,0.0002256884089570173,3.199975663439241,0.17078635633756672,1406.4261682419208,24.458871525710038
5,6.920759323803064e-08,8.205103173388056e-05,3.797489194115849,0.45780504291750856,-997.8368170271483,21.606237854489603
6,4.423366835802886e-07,6.533888863095307e-06,0.5348059907134716,0.6706191783283526,795.1617268399458,2.824943906653192
7,3.910057016867548e-06,0.0017079083498994364,26.675647233606213,0.6595986807068863,-1928.7940791549916,18.48054783001944
8,1.5523438914440685e-05,0.01258247056662149,1.6516154646044228,0.06910061507193509,-2022.5077721222456,2.313248570166797
9,6.66283728358538e-07,0.025155944008395634,4.089132084394092,0.3829805312404084,3610.5760481775574,3.154713141043625
10,4.522249960094128e-08,0.021083559912309074,1.29258605657381,0.004246001526727112,-594.9589702935518,20.8363320971744
11,4.764423887753884e-08,0.01621632742855862,3.4499320639561386,0.8592369051756594,836.6250915346387,33.50269184362708
12,2.65908919017163e-07,0.027458794795204425,25.17838691586802,0.0013282762491832595,2146.1343881261296,14.005174374232624
13,1.3511946835642556e-06,0.003714170389029312,2.349900890356283,0.017530000648326893,-3130.5723386866707,32.66335964525395
14,1.4389378301023503e-06,0.03754603524975845,20.40572303564786,0.2430570526432542,-2955.1133410126904,24.752218544182814
