,kpa,kSOCSon,kd4,k_d4,R1,R2,gamma
0,4.14897701573048e-06,2.4589867748292636e-05,0.709947669846221,0.009662894494136107,10607.244855048782,247.22154144499925,5.229864462011317
1,1.6484130045003349e-06,2.4634619916708998e-05,0.2591202936208648,0.022833554147028624,10922.906681054561,743.9803893168872,4.639916333505246
2,1.8015732690152629e-06,3.5770475187089565e-05,0.6530370075433798,0.013971082585208357,9360.628455728645,709.3240277309039,5.560460415872544
3,1.4559240316987227e-06,5.787311945344544e-05,0.5181192608446594,0.05631485958570495,3995.2715630997163,3920.372118616289,2.1709636482220147
4,1.4438890290199369e-05,9.923617084418056e-06,0.09114931282806166,0.016158462444573495,965.5858930720095,360.0743556025772,2.2866258091755065
5,3.2192295722486073e-06,2.728681650622216e-05,0.15837481330980244,0.02715347376188709,1893.1704408586559,574.8698365086024,5.8232169679578325
6,3.4514697888229992e-06,1.4302220645754495e-05,0.3281315528495376,0.013038983148089937,3156.4374489455454,481.3851845327449,4.520557790473677
7,2.6784035622030377e-06,5.264510446933895e-05,0.43689027002989217,0.12861376677543584,4502.584361532939,113.51074220341677,18.082295588904557
8,2.793882377075714e-06,2.3637926608162664e-05,0.27752902598265594,0.02307618232846368,6933.181157656323,280.0941600334455,6.696190630274549
9,4.967349231843462e-06,3.372788297279578e-05,0.2676481182246146,0.007491047568129325,2378.919139699368,299.2430609856227,6.8170112770174605
10,1.3276046466035884e-06,7.174171633214969e-05,0.6970284883733303,0.019746813599550023,7290.376573317514,587.0805375296505,9.80445186679613
11,1.8118040124407228e-06,5.988442907394555e-06,0.6882304069672411,0.005384545569843896,6069.201170983338,1622.9870371649422,2.342379708226421
12,2.071870161084533e-06,3.392933444191197e-05,0.3632449401222244,0.08992551525079258,4086.2752989471346,488.2295720176585,7.659603993173638
13,2.113838154223327e-06,2.8178321758762558e-05,0.2239279404243353,0.004519994571181391,4778.246887689779,591.4310817878037,5.595598065833732
14,2.8187741846728956e-06,7.589960371982449e-06,0.25598697332129816,0.14077966874450928,2070.426105748624,1482.0305098409335,2.6904599166228533
15,1.8704348022902985e-06,2.2307496367271214e-05,0.18221869148790704,0.014757434367322656,2086.3037346750075,1093.9024445296802,4.768062765553801
16,4.447609700919629e-06,1.2656642215535968e-05,0.10227095413430821,0.0055899546469689535,1919.9239855481478,387.55293971296555,4.705225110630765
17,1.701042906004937e-06,9.472657639133859e-05,0.13762205474861908,0.025265765661379603,1183.9848013262242,507.6510928129087,10.143544749078588
18,1.4899813375091152e-06,3.1563323576410724e-05,0.38470569194756954,0.029875050419980825,2776.155593984581,925.979360664158,7.129101424713022
19,4.348143979913007e-06,8.210907397658173e-06,0.18262018565495175,0.01890768238810846,3945.6499189213787,919.5848343143066,2.3275329721416274
20,1.2213619528952049e-06,3.759733313635024e-05,0.7801697055884839,0.008270693691484457,7188.391276522452,1401.5644760823338,4.4734956683705285
21,6.874237356723209e-06,9.227949723302902e-06,0.3073934732063781,0.1033983450022696,5518.950116381683,545.8847912551803,2.3130135181167346
22,2.239937419647696e-06,1.8563302067239326e-05,0.4175871848140511,0.0038929688862882226,3898.4081543306693,1627.0116768432583,2.804891781892231
