,name,mean,std dev,5%,95%
0,kpa,3.258293598185486e-06,2.7532194855828976e-06,1.2797954344348156e-06,1.0278331176787476e-05
1,kSOCSon,2.9855345968675523e-05,2.1445984412178325e-05,6.869277512917897e-06,8.208490335878468e-05
2,kd4,0.36621539199436465,0.2075390319368645,0.09726621554649727,0.7415475859302393
3,k_d4,0.034288206071232064,0.03983457107521063,0.004237833012979465,0.13408842266151888
4,R1,4675.140157177091,2836.2907920239054,1085.7052926118276,10749.292676751382
5,R2,865.6941639796204,783.0677803965115,187.05168178628713,2659.0238756411204
6,gamma,5.5906288897636855,3.486415185094645,2.234577836746435,13.715982627000269
