,kpa,kSOCSon,kd4,k_d4,delR,meanR,gamma
0,0.019883246410429857,1.2106273840037056e-07,0.10032408554142114,0.00037795086532849034,243.5369103314614,500.57114520542825,0.10325358890758063
1,0.01879686004409556,1.170485623981005e-07,0.12011773138235948,0.00019584505923305788,-622.2880242687123,586.5959096955419,0.10575447462358566
2,0.018967176935312777,1.1739808930555593e-07,0.10491398871128783,0.00014612933416943658,-1209.9384859114866,878.062644103266,0.1018603541941357
3,0.019154340676508227,1.1390074342005402e-07,0.10357856640763356,0.0003805430849113695,-683.0713025976363,501.02508280968556,0.11266284155859312
4,0.018846151950284745,9.824520058794909e-08,0.10162165699044286,0.00045045486033196597,84.79291144189449,166.63028977610838,0.149430058048371
5,0.017487164798827295,9.373586524742169e-08,0.12276347514805142,0.0005326653918100415,8.618797457217866,316.6750913238784,0.11794215268231857
6,0.019187322457221725,9.407712517615563e-08,0.15732192518527482,0.0010391543113509125,75.72404217974889,143.7819967471401,0.1754557865806045
7,0.017237724395507855,1.0510452728277735e-07,0.13046566315473587,0.0017397316514949478,-239.4350646063873,430.7076911349326,0.11097392475029688
8,0.017308913403583162,1.0007332156602237e-07,0.13997456686664617,0.0012316912965699917,348.85291459948166,779.0240309442013,0.1004500790842113
9,0.015159352154532553,1.0695211578553925e-07,0.1298087468985422,0.0012271736177947568,631.2108738930024,907.438604602502,0.09998095542515138
10,0.016178132027490084,1.3024419826463217e-07,0.15967855768973466,0.0015026775215544244,100.72666839409555,1234.0639740339025,0.09875078435644051
11,0.016534891799106482,1.3082099209731776e-07,0.1279812935107006,0.002222369384814036,-729.3893358137938,1257.9859598557293,0.0985043993815986
12,0.014647869585008091,1.4239711066990947e-07,0.12851674348909017,0.002718162813572233,-1433.3910888560767,1617.6656480946335,0.09828883232446556
13,0.013918817443871363,1.378007860573036e-07,0.14454742704166051,0.004792209296897681,-1699.6625447225783,1568.4958963952547,0.09899758438220511
14,0.012408802666983238,1.3716032581145868e-07,0.1275822651950464,0.0027732371179477106,-2282.8132934766827,1679.9887697576878,0.09962127949976428
15,0.013873200378766075,1.4751502022142378e-07,0.0944567858503298,0.0029761123109417697,-2163.064582127116,2199.531554140169,0.09720354154205474
16,0.0149906794386357,1.463198431887616e-07,0.11543596646808855,0.0024010709288938203,-1933.3073800773334,1914.478875591989,0.09782368629777287
17,0.01493021049284028,1.6579026182563385e-07,0.14565772163824284,0.003814532404706249,-1384.4234645326264,2182.527258225999,0.09754543621584265
18,0.01637528403235055,1.5695203371532076e-07,0.15753986454658733,0.002906210266662417,-1014.8473945093244,1875.002800049756,0.09774783550537591
19,0.01603114244418752,1.7615163925375086e-07,0.15235551403410183,0.005111142601818047,-1425.8590246269273,1428.7486993680147,0.09948596123973867
20,0.01688777061585662,1.7442553059401e-07,0.12753363174987026,0.007183792064912021,-748.4077810013522,1073.351090492573,0.09994692731312187
21,0.017844055403346007,1.8152761857544118e-07,0.16967633278981792,0.01543384535581352,-398.35807341700917,819.0586728971078,0.10299234115552942
22,0.016769257806844212,1.7384857436765674e-07,0.22422067199496198,0.018356298602134065,-528.9429213208052,866.3738396213155,0.10448069184126527
23,0.018473940258068387,2.0406866373161742e-07,0.1706862769522421,0.014972192758512876,-723.5619864675971,1093.3993553327289,0.10083711028591222
24,0.019177730883220792,2.0235918205703072e-07,0.15268625223596222,0.009123306601946803,-464.4370234841742,865.0439409378334,0.10202475532423559
25,0.020271752594960946,2.1373347513959595e-07,0.11646575891965519,0.011400331796151348,-1129.2006281457968,1183.9407661687565,0.09953291099283346
26,0.023577183377202174,2.2439783322551548e-07,0.07849640212411528,0.012883509547916994,-32.637563923819016,933.1305153490226,0.0986907400160371
27,0.029868907831992458,1.8306123247120347e-07,0.06193448643563071,0.010551914748469171,-403.502125839227,1227.7269226742633,0.09693431929999435
